CSI_DATA: gC, idS, sC, sC_M, bc1, bc2, bcM1, retry, RSSI1, RSSI2, tCSI1_S, tCSI2_S, tdma_S, t_M(ms), dt_rxM, tin_cycle, [data]
CSI_DATA: 1,3,1,1,0,0,0,0,-20,-17,4294809.662,4294812.139,0.116,22.51,22.51,22.51,"[3,-15,2,-15,2,-15,3,-16,2,-15,2,-14,2,-14,2,-13,2,-14,1,-13,1,-15,1,-14,1,-14,0,-14,1,-13,0,-14,-1,-13,0,-13,-1,-13,-1,-13,0,-13,-1,-13,-1,-12,-3,-13,-3,-14,-3,-13,0,0,-3,-13,-4,-14,-4,-14,-5,-13,-4,-14,-4,-14,-4,-15,-4,-14,-5,-15,-5,-15,-6,-15,-5,-15,-5,-15,-5,-16,-5,-16,-5,-16,-5,-17,-4,-16,-4,-17,-3,-17,-2,-17,-2,-17,-2,-18,-3,-18,-1,-17,0,-18,0,0,9,-10,9,-11,7,-11,9,-12,8,-11,8,-11,8,-11,7,-11,7,-11,6,-11,7,-12,6,-12,6,-12,6,-11,6,-11,5,-12,4,-12,4,-11,4,-12,4,-12,5,-12,4,-12,4,-12,2,-13,3,-13,3,-14,0,0,2,-14,2,-14,2,-15,1,-14,2,-15,2,-15,2,-15,2,-15,2,-15,1,-15,1,-17,2,-15,2,-15,2,-16,2,-16,2,-17,2,-17,3,-17,4,-16,4,-15,5,-16,5,-15,6,-15,6,-16,7,-15,7,-14,0,0]"
CSI_DATA: 2,4,1,1,0,0,0,0,-21,-22,4294811.720,4294814.177,43.769,88.291,88.291,88.291,"[-1,14,-1,14,1,15,0,16,0,15,0,15,0,15,0,14,0,15,1,15,1,16,1,16,1,16,1,16,1,15,2,16,3,15,2,15,3,15,2,16,2,16,3,16,2,15,4,15,4,17,5,17,0,0,5,16,5,17,5,17,6,16,5,17,6,17,5,17,6,17,6,17,6,17,7,17,6,17,6,17,6,18,6,18,7,18,7,19,6,19,6,19,5,19,4,20,4,20,3,20,5,21,2,20,1,20,0,0,-5,13,-5,14,-4,14,-5,15,-5,14,-5,14,-5,14,-5,13,-5,13,-4,13,-5,15,-4,14,-4,14,-4,14,-5,14,-3,14,-3,14,-3,13,-3,14,-3,14,-4,14,-3,14,-3,13,-2,14,-3,15,-2,15,0,0,-2,14,-2,14,-2,16,-1,14,-2,15,-2,15,-3,15,-3,15,-2,15,-2,15,-2,16,-3,15,-3,14,-3,15,-3,14,-3,16,-3,15,-4,15,-4,15,-4,14,-5,14,-5,13,-6,13,-5,13,-6,13,-7,13,0,0]"
CSI_DATA: 3,5,1,1,0,0,0,0,-29,-21,4294810.891,4294813.357,91.839,147.586,147.586,147.586,"[12,-12,12,-12,11,-13,13,-12,12,-12,12,-11,12,-11,11,-11,11,-10,11,-10,12,-11,11,-11,11,-10,11,-10,11,-9,11,-10,10,-9,9,-9,8,-9,9,-8,9,-8,8,-8,8,-8,6,-9,7,-9,6,-10,0,0,5,-10,5,-10,5,-11,5,-11,5,-11,5,-12,5,-12,5,-12,5,-12,4,-13,4,-14,5,-13,5,-13,5,-14,5,-14,5,-14,5,-14,6,-15,7,-15,7,-14,7,-14,7,-14,7,-15,7,-16,8,-14,9,-15,0,0,10,6,11,5,11,4,12,5,11,5,11,5,11,4,10,4,11,4,11,3,12,3,12,2,12,2,11,1,12,2,12,1,12,0,12,0,12,-1,13,0,13,0,12,-1,12,0,13,-3,14,-2,14,-3,0,0,14,-3,14,-4,15,-4,14,-4,15,-4,16,-4,16,-4,16,-4,16,-4,16,-4,18,-5,16,-4,17,-4,18,-4,18,-4,19,-4,19,-4,19,-3,19,-2,18,-1,19,-1,18,-1,19,0,19,0,18,2,18,3,0,0]"
CSI_DATA: 4,6,1,1,0,0,0,0,-25,-20,4294729.240,4294731.705,141.371,209.901,209.901,209.901,"[12,-6,12,-6,12,-7,13,-7,13,-7,13,-6,12,-6,12,-5,13,-5,12,-6,12,-7,12,-6,11,-7,11,-7,11,-7,11,-8,10,-8,10,-8,10,-9,11,-8,11,-8,11,-9,11,-9,10,-11,11,-11,11,-11,0,0,11,-10,12,-11,11,-12,11,-11,12,-11,12,-11,12,-11,12,-11,12,-11,11,-11,12,-12,12,-12,11,-12,11,-12,11,-12,11,-13,12,-14,12,-13,12,-13,13,-12,14,-12,14,-12,15,-13,15,-14,16,-12,17,-12,0,0,6,-7,6,-7,5,-8,6,-8,5,-8,5,-8,5,-8,5,-8,5,-8,4,-8,5,-9,4,-9,4,-9,4,-9,4,-9,3,-10,3,-9,3,-9,3,-10,3,-10,3,-10,2,-10,3,-10,1,-10,2,-11,2,-11,0,0,2,-11,1,-11,1,-12,1,-11,1,-12,1,-12,1,-12,1,-12,1,-12,1,-12,0,-13,1,-12,1,-12,1,-13,1,-13,1,-14,1,-13,2,-14,2,-14,3,-13,3,-13,3,-13,4,-13,3,-13,5,-12,5,-12,0,0]"
CSI_DATA: 5,3,2,2,1,1,1,0,-20,-18,232.237,238.388,15.72,416.658,206.757,22.92,"[-14,7,-14,8,-13,9,-15,8,-14,8,-14,7,-14,7,-13,7,-13,7,-12,7,-14,8,-13,8,-13,8,-12,8,-13,7,-12,8,-11,8,-11,7,-10,8,-11,7,-11,7,-10,8,-10,7,-9,9,-10,9,-9,9,0,0,-8,10,-8,10,-8,11,-7,10,-8,11,-8,11,-8,11,-8,11,-8,12,-8,12,-8,13,-8,13,-8,13,-9,14,-8,13,-9,15,-9,14,-10,15,-10,14,-11,14,-12,14,-12,14,-13,14,-13,14,-14,13,-15,13,0,0,10,-6,10,-6,9,-6,10,-7,9,-6,10,-6,9,-6,9,-6,9,-6,8,-6,9,-7,8,-7,8,-8,7,-7,8,-7,7,-8,7,-8,6,-7,7,-8,7,-8,7,-8,6,-8,6,-8,5,-9,6,-10,6,-10,0,0,5,-10,6,-10,6,-11,5,-11,6,-10,6,-11,6,-11,6,-11,6,-11,6,-11,6,-12,6,-11,6,-12,7,-12,7,-12,7,-13,7,-12,8,-12,9,-11,9,-11,9,-11,10,-10,10,-9,10,-10,10,-9,11,-9,0,0]"
CSI_DATA: 6,4,2,2,1,1,1,0,-21,-23,234.276,240.427,58.797,467.546,257.645,72.980,"[-11,-14,-11,-14,-12,-12,-13,-15,-12,-13,-12,-14,-11,-13,-11,-13,-11,-13,-12,-12,-13,-14,-13,-13,-13,-13,-13,-13,-12,-14,-14,-13,-13,-12,-12,-12,-13,-12,-13,-12,-13,-13,-13,-12,-12,-12,-15,-11,-15,-12,-15,-11,0,0,-15,-11,-15,-12,-16,-11,-15,-10,-15,-11,-15,-12,-15,-11,-15,-11,-16,-11,-15,-11,-17,-11,-16,-11,-16,-11,-17,-11,-16,-11,-17,-12,-17,-12,-17,-12,-16,-12,-15,-13,-16,-13,-15,-14,-15,-14,-16,-14,-14,-15,-14,-16,0,0,15,0,16,-1,15,-2,16,-1,15,-1,15,-1,15,-1,14,-1,14,0,14,-2,16,-2,15,-3,15,-3,14,-3,15,-2,15,-3,14,-4,14,-3,14,-4,14,-3,14,-3,14,-4,14,-3,13,-5,14,-5,14,-5,0,0,14,-6,14,-6,14,-7,14,-6,15,-6,15,-6,15,-6,15,-6,15,-6,15,-6,16,-7,15,-7,15,-7,16,-6,16,-6,17,-7,16,-6,17,-6,17,-5,17,-4,17,-4,17,-3,17,-3,17,-4,17,-2,17,-1,0,0]"
CSI_DATA: 7,5,2,2,1,1,1,0,-28,-23,233.452,239.603,106.870,539.737,329.836,145.171,"[-9,-14,-9,-13,-10,-13,-10,-15,-9,-13,-9,-13,-9,-13,-9,-12,-9,-13,-9,-12,-9,-13,-9,-12,-9,-13,-9,-12,-8,-13,-9,-12,-8,-11,-8,-10,-8,-10,-8,-11,-8,-10,-9,-10,-7,-9,-9,-8,-9,-9,-10,-9,0,0,-10,-7,-11,-8,-11,-7,-11,-7,-11,-8,-12,-8,-12,-7,-12,-8,-13,-7,-12,-7,-14,-8,-13,-8,-13,-8,-14,-9,-13,-8,-14,-9,-15,-9,-14,-9,-13,-9,-12,-9,-13,-10,-12,-10,-12,-10,-13,-10,-12,-11,-11,-11,0,0,4,-6,4,-6,3,-6,4,-6,3,-6,3,-6,3,-6,3,-5,3,-6,3,-6,3,-6,3,-6,2,-6,2,-6,2,-6,2,-6,2,-6,2,-6,1,-6,2,-6,2,-6,1,-6,2,-6,1,-6,1,-7,1,-7,0,0,1,-7,1,-7,1,-7,0,-7,1,-7,1,-7,1,-7,1,-7,1,-7,1,-7,1,-8,1,-7,1,-8,1,-8,1,-8,1,-8,1,-8,2,-8,2,-8,2,-7,2,-7,2,-7,3,-7,2,-7,3,-7,3,-7,0,0]"
CSI_DATA: 8,6,2,2,1,1,1,0,-27,-19,151.803,157.955,156.305,603.392,393.491,208.826,"[-7,-12,-6,-12,-7,-11,-7,-13,-6,-12,-6,-12,-7,-12,-6,-12,-6,-12,-5,-11,-6,-12,-6,-11,-6,-10,-6,-10,-6,-10,-7,-10,-8,-9,-7,-9,-8,-9,-8,-10,-8,-10,-8,-9,-8,-10,-9,-9,-9,-10,-10,-10,0,0,-9,-10,-10,-10,-10,-10,-10,-10,-9,-11,-9,-11,-9,-11,-9,-10,-10,-10,-9,-10,-11,-10,-10,-10,-10,-10,-11,-10,-11,-10,-12,-10,-12,-10,-12,-10,-12,-11,-12,-12,-12,-13,-12,-13,-12,-14,-13,-14,-12,-16,-12,-17,0,0,0,-16,0,-16,-1,-16,0,-18,-1,-16,-1,-16,-1,-16,-1,-15,-1,-16,-2,-15,-2,-17,-2,-16,-2,-16,-2,-16,-2,-16,-3,-16,-3,-15,-2,-15,-3,-15,-2,-15,-2,-16,-3,-15,-2,-15,-4,-15,-4,-16,-5,-16,0,0,-4,-15,-4,-16,-5,-16,-5,-15,-4,-16,-5,-16,-4,-16,-4,-16,-4,-16,-5,-15,-6,-16,-5,-16,-5,-16,-5,-16,-4,-16,-5,-17,-5,-17,-4,-17,-4,-17,-3,-17,-3,-17,-2,-17,-2,-17,-3,-18,-1,-17,0,-17,0,0]"
CSI_DATA: 9,4,3,3,2,2,2,0,-20,-23,623.971,632.551,56.647,849.578,246.186,64.986,"[13,9,14,9,14,8,15,10,14,9,14,9,13,9,13,9,13,9,13,8,15,9,15,8,15,8,15,8,14,9,15,7,14,7,14,7,15,6,15,7,15,8,15,7,14,7,15,5,16,6,16,6,0,0,16,5,16,5,17,5,16,5,17,5,17,5,17,5,17,5,17,5,17,4,18,4,17,4,18,4,18,5,18,5,19,4,19,5,19,5,19,6,18,6,18,7,19,7,18,8,19,8,18,9,18,10,0,0,-3,13,-3,13,-2,13,-3,14,-2,13,-3,13,-3,13,-2,12,-3,12,-2,12,-2,14,-1,13,-1,13,-1,13,-2,13,0,14,0,12,-1,12,0,13,-1,13,-1,13,0,13,-1,12,1,13,0,14,1,14,0,0,1,13,1,14,2,14,2,14,1,13,1,14,1,14,1,14,2,14,2,14,3,15,2,14,2,14,2,14,2,15,2,15,2,15,1,16,1,15,1,15,0,15,-1,15,-1,16,-1,15,-2,16,-3,16,0,0]"
CSI_DATA: 10,5,3,3,2,2,2,0,-28,-23,623.147,631.727,114.705,904.403,301.11,119.811,"[12,-7,12,-7,11,-7,13,-7,12,-7,11,-7,11,-6,11,-6,11,-6,10,-7,12,-8,11,-8,11,-8,10,-7,10,-6,10,-7,9,-7,9,-6,9,-7,9,-7,9,-6,8,-7,8,-7,7,-8,8,-8,7,-9,0,0,6,-9,6,-10,6,-11,6,-10,6,-11,7,-11,7,-11,7,-12,7,-12,7,-12,7,-14,7,-13,8,-13,8,-14,8,-13,9,-14,9,-13,9,-13,10,-13,10,-12,11,-12,11,-12,11,-12,11,-13,11,-12,12,-11,0,0,15,-2,15,-3,14,-3,15,-3,14,-3,14,-3,14,-3,13,-3,13,-3,12,-4,13,-5,12,-5,12,-6,12,-6,12,-5,12,-7,11,-7,11,-6,11,-7,12,-7,12,-7,11,-8,11,-7,10,-9,12,-9,12,-10,0,0,11,-10,12,-11,12,-11,11,-11,12,-11,12,-11,13,-11,12,-11,13,-11,12,-11,13,-13,13,-11,13,-11,13,-12,13,-11,14,-11,14,-11,15,-11,14,-10,14,-9,15,-9,15,-7,15,-8,15,-8,15,-7,15,-6,0,0]"
