CSI_DATA: gC, idS, sC, sC_M, bc1, bc2, bcM1, retry, RSSI1, RSSI2, tCSI1_S, tCSI2_S, tdma_S, t_M(ms), dt_rxM, tin_cycle, [data]
CSI_DATA: 1,3,1,1,0,0,0,0,-19,-17,4294810.593,4294811.684,0.114,20.208,20.208,20.208,"[-1,14,0,14,1,14,0,15,0,14,0,14,0,14,0,13,0,13,1,12,0,14,1,13,1,13,1,13,0,13,2,13,2,12,2,11,3,12,3,12,2,12,3,11,2,11,4,11,4,12,5,11,0,0,5,11,5,11,6,11,6,11,6,11,7,12,7,11,7,11,7,11,8,11,8,12,7,12,8,12,8,13,8,13,9,13,9,14,9,14,9,14,8,14,8,15,7,15,7,16,7,17,5,17,5,18,0,0,-15,-7,-15,-6,-15,-5,-16,-7,-16,-6,-15,-6,-16,-5,-15,-5,-15,-5,-15,-4,-17,-5,-16,-4,-16,-4,-16,-3,-15,-4,-17,-3,-16,-2,-16,-2,-15,-1,-16,-2,-16,-2,-16,-1,-16,-2,-16,0,-17,-1,-17,0,0,0,-17,1,-18,1,-18,2,-18,2,-17,1,-18,2,-18,1,-18,2,-19,2,-19,2,-20,2,-19,1,-19,1,-19,1,-20,1,-21,1,-21,1,-20,0,-21,0,-20,-1,-20,-2,-19,-3,-20,-4,-20,-3,-19,-5,-19,-6,0,0]"
CSI_DATA: 2,4,1,1,0,0,0,0,-20,-22,4294812.631,4294813.726,45.364,82.166,82.166,82.166,"[-15,6,-15,7,-14,8,-16,8,-14,7,-15,8,-14,8,-13,8,-14,8,-13,8,-15,8,-14,9,-14,9,-14,8,-14,8,-13,10,-13,9,-12,9,-13,10,-13,10,-13,10,-12,11,-12,9,-12,11,-13,12,-12,12,0,0,-11,13,-12,13,-12,14,-11,13,-12,14,-12,14,-12,14,-11,14,-11,15,-11,14,-12,16,-13,14,-13,15,-13,16,-12,15,-13,17,-13,17,-14,16,-14,16,-14,15,-15,16,-16,15,-17,15,-17,15,-18,13,-18,13,0,0,3,-7,3,-7,3,-7,4,-8,3,-7,3,-7,3,-7,3,-7,3,-7,3,-7,3,-8,3,-8,3,-8,3,-8,3,-7,3,-8,2,-7,3,-7,2,-8,3,-7,3,-7,2,-8,3,-7,2,-8,3,-8,2,-8,0,0,2,-8,2,-8,2,-8,1,-8,2,-8,2,-8,2,-8,2,-8,2,-8,2,-8,2,-8,2,-8,2,-8,2,-8,2,-8,2,-8,2,-8,2,-8,2,-8,3,-7,3,-7,3,-7,3,-7,3,-7,3,-7,4,-7,0,0]"
CSI_DATA: 3,5,1,1,0,0,0,0,-28,-22,4294811.800,4294812.912,94.302,144.146,144.146,144.146,"[10,11,10,11,11,10,10,12,10,12,9,12,10,11,9,11,8,11,9,10,9,12,9,12,9,12,8,12,7,12,8,11,8,10,7,11,7,11,7,11,6,11,7,10,6,10,7,10,7,10,7,10,0,0,7,9,7,9,8,9,7,9,7,9,8,9,8,9,8,9,7,9,7,9,8,9,7,9,7,10,7,9,6,9,7,9,7,9,6,9,5,8,5,8,5,8,5,8,5,8,6,8,5,7,5,7,0,0,3,-6,3,-6,2,-6,3,-6,3,-6,3,-6,2,-6,2,-6,2,-6,2,-5,2,-6,2,-6,2,-6,1,-6,2,-6,1,-7,1,-6,1,-6,1,-6,1,-6,1,-6,1,-6,1,-6,0,-7,0,-7,0,-7,0,0,-1,-7,0,-8,-1,-8,-1,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-9,0,-8,0,-8,0,-8,1,-8,0,-9,0,-9,1,-9,1,-8,1,-8,2,-8,2,-8,2,-8,2,-8,3,-7,3,-7,0,0]"
CSI_DATA: 4,6,1,1,0,0,0,0,-26,-19,4294730.152,4294731.256,142.660,197.648,197.648,197.648,"[-4,15,-3,16,-3,15,-4,17,-4,16,-4,17,-4,16,-4,15,-5,15,-4,14,-5,16,-4,15,-4,15,-4,14,-4,14,-2,14,-2,14,-2,13,-1,14,-2,15,-2,15,-1,15,-1,14,0,15,-1,16,0,16,0,0,0,16,-1,16,-1,17,0,16,-1,17,-1,17,-1,17,0,16,0,16,0,16,0,17,-1,16,0,16,0,17,1,16,1,18,0,17,1,18,1,18,0,18,0,19,-1,19,-2,20,-2,20,-4,21,-4,21,0,0,4,13,4,13,6,13,6,14,5,13,5,13,5,13,5,12,5,12,6,12,7,13,7,12,7,12,7,12,7,12,8,11,9,11,8,11,9,11,9,11,8,12,9,11,9,11,10,10,10,11,11,11,0,0,11,10,11,11,12,10,12,10,12,11,12,11,12,11,13,11,13,11,13,11,14,11,13,11,13,11,13,12,13,12,14,12,15,13,14,13,13,14,12,14,12,15,11,15,11,16,12,16,10,17,9,17,0,0]"
CSI_DATA: 5,7,1,1,0,0,0,0,-24,-23,4294804.595,4294805.758,193.233,258.57,258.57,258.57,"[-5,-14,-6,-14,-6,-14,-6,-16,-5,-14,-5,-15,-5,-14,-5,-14,-4,-14,-5,-13,-4,-14,-5,-13,-5,-13,-5,-12,-5,-12,-6,-11,-6,-11,-6,-11,-7,-11,-7,-12,-7,-12,-7,-11,-6,-11,-8,-11,-8,-12,-8,-12,0,0,-9,-12,-8,-12,-9,-13,-8,-12,-9,-13,-9,-13,-8,-13,-8,-12,-8,-12,-8,-12,-9,-13,-8,-13,-8,-13,-8,-14,-7,-12,-8,-13,-8,-13,-8,-13,-8,-13,-7,-13,-7,-13,-6,-14,-6,-13,-6,-14,-5,-14,-5,-14,0,0,5,-16,4,-16,3,-16,5,-16,4,-15,4,-15,4,-15,4,-14,4,-14,3,-13,4,-15,3,-14,3,-14,2,-14,2,-13,1,-14,1,-14,1,-13,0,-13,1,-13,1,-13,0,-13,1,-13,-1,-13,0,-14,-1,-14,0,0,-1,-14,-2,-14,-2,-14,-2,-14,-2,-14,-2,-15,-2,-14,-2,-14,-2,-14,-2,-15,-2,-16,-2,-15,-2,-15,-2,-15,-2,-15,-2,-16,-2,-16,-2,-16,-1,-16,0,-16,0,-16,0,-16,0,-16,0,-16,1,-16,2,-16,0,0]"
CSI_DATA: 6,3,2,2,1,1,1,0,-20,-17,232.407,238.299,15.952,412.863,154.806,17.362,"[5,14,6,14,6,13,6,15,6,13,6,14,6,13,5,13,5,13,6,12,7,13,7,12,7,12,7,12,6,12,7,11,7,10,7,10,8,10,8,10,7,10,8,9,7,9,9,8,9,9,10,8,0,0,10,7,10,7,11,7,11,6,12,7,12,6,13,7,13,6,13,6,13,6,14,6,14,6,14,6,15,7,15,7,16,7,16,7,16,8,16,9,15,9,16,10,15,10,15,11,16,11,14,13,14,13,0,0,-14,5,-13,5,-12,6,-14,6,-12,6,-13,6,-13,6,-12,6,-12,6,-11,7,-12,7,-11,8,-11,8,-10,8,-11,7,-11,9,-10,9,-10,8,-9,9,-10,9,-10,9,-9,10,-9,9,-8,11,-9,11,-8,12,0,0,-8,12,-8,13,-8,13,-8,13,-8,13,-8,13,-8,13,-8,13,-8,14,-8,14,-8,15,-8,14,-8,14,-9,15,-9,14,-10,15,-10,15,-10,15,-11,14,-11,14,-12,13,-12,13,-13,13,-12,13,-13,11,-13,11,0,0]"
CSI_DATA: 7,4,2,2,1,1,1,0,-20,-24,234.445,240.338,61.336,461.321,203.264,65.820,"[-9,13,-8,14,-7,14,-9,15,-8,14,-8,15,-8,14,-8,14,-8,14,-7,14,-7,16,-7,16,-7,16,-6,15,-8,15,-6,16,-5,15,-6,15,-5,16,-6,15,-6,16,-5,16,-6,15,-3,16,-4,17,-4,17,0,0,-3,17,-4,17,-3,18,-3,17,-3,18,-4,19,-4,18,-3,18,-3,19,-2,18,-1,20,-2,19,-2,19,-3,20,-3,19,-3,20,-3,21,-3,21,-4,20,-5,20,-6,21,-6,20,-7,20,-6,22,-8,20,-8,20,0,0,-6,12,-6,12,-5,12,-6,13,-6,12,-6,12,-6,12,-5,11,-6,11,-5,11,-6,12,-5,12,-5,12,-5,12,-6,11,-5,12,-4,11,-5,11,-4,12,-5,11,-5,11,-5,11,-5,10,-3,11,-4,12,-4,12,0,0,-4,11,-4,11,-4,12,-3,11,-4,11,-4,11,-4,11,-4,11,-4,11,-3,11,-3,11,-4,11,-3,11,-4,11,-4,11,-3,11,-4,11,-4,11,-4,11,-4,10,-4,11,-5,10,-5,10,-5,10,-5,10,-5,10,0,0]"
CSI_DATA: 8,5,2,2,1,1,1,0,-29,-23,233.621,239.514,110.274,524.428,266.371,128.927,"[-15,-5,-15,-5,-15,-4,-17,-6,-16,-5,-16,-5,-15,-5,-15,-5,-15,-6,-15,-5,-15,-6,-15,-6,-15,-7,-15,-6,-14,-7,-14,-6,-13,-6,-13,-6,-13,-6,-13,-7,-12,-7,-12,-6,-11,-6,-12,-5,-12,-6,-12,-5,0,0,-11,-5,-11,-5,-11,-4,-11,-4,-11,-4,-11,-4,-11,-4,-11,-4,-11,-4,-10,-4,-11,-4,-10,-5,-10,-5,-10,-4,-9,-4,-10,-4,-9,-4,-9,-4,-8,-3,-8,-3,-8,-3,-7,-3,-7,-3,-7,-2,-7,-1,-7,-1,0,0,13,-2,13,-3,13,-4,14,-3,13,-3,13,-4,12,-4,12,-4,12,-4,11,-6,12,-6,12,-6,12,-7,11,-7,12,-6,11,-8,10,-9,11,-8,11,-9,11,-9,12,-9,11,-9,11,-9,10,-11,12,-11,11,-12,0,0,11,-12,12,-12,12,-13,11,-13,12,-13,13,-13,13,-13,13,-13,12,-13,12,-13,13,-15,13,-13,13,-13,13,-13,14,-13,14,-14,14,-13,15,-13,15,-12,15,-11,16,-11,15,-9,15,-9,15,-10,16,-8,15,-8,0,0]"
CSI_DATA: 9,6,2,2,1,1,1,0,-26,-19,151.971,157.864,158.630,593.437,335.380,197.936,"[2,13,3,14,4,12,3,14,2,13,3,14,3,13,2,13,2,13,2,11,3,13,3,12,3,12,4,11,3,12,5,11,5,10,5,10,5,10,5,11,6,11,6,11,6,11,7,10,7,12,8,11,0,0,8,12,8,12,9,12,8,11,8,13,8,13,8,13,8,12,9,13,8,12,10,13,8,13,9,13,9,13,9,13,10,13,9,13,10,14,10,14,10,15,9,15,9,16,8,16,10,17,8,18,8,19,0,0,-5,-15,-6,-15,-7,-15,-6,-16,-6,-15,-6,-14,-6,-14,-6,-14,-6,-14,-7,-13,-8,-15,-8,-14,-8,-14,-8,-13,-8,-14,-9,-13,-9,-13,-9,-13,-9,-13,-9,-13,-9,-14,-10,-13,-9,-12,-11,-12,-10,-13,-12,-12,0,0,-11,-12,-11,-12,-13,-12,-12,-11,-12,-12,-12,-12,-12,-13,-13,-12,-12,-12,-13,-12,-14,-13,-13,-13,-13,-13,-14,-13,-14,-13,-14,-14,-14,-14,-14,-15,-13,-15,-12,-15,-12,-17,-11,-16,-11,-17,-12,-17,-10,-18,-9,-18,0,0]"
CSI_DATA: 10,7,2,2,1,1,1,0,-24,-23,226.493,232.385,209.125,659.756,401.699,264.255,"[-12,12,-12,13,-11,12,-13,13,-12,12,-13,12,-13,11,-12,10,-12,10,-11,10,-12,11,-11,10,-11,10,-10,10,-10,10,-9,10,-9,10,-8,10,-8,11,-9,11,-9,11,-8,11,-9,10,-7,12,-8,12,-8,12,0,0,-8,12,-8,12,-8,13,-7,12,-8,12,-8,12,-8,12,-8,12,-8,12,-8,11,-8,12,-8,11,-8,11,-8,12,-8,10,-8,12,-8,12,-8,11,-8,11,-8,10,-8,10,-8,10,-8,10,-8,11,-9,9,-8,9,0,0,1,-19,1,-19,0,-19,1,-20,1,-18,2,-18,1,-18,1,-17,2,-17,0,-16,0,-18,0,-17,-1,-17,0,-16,0,-16,-1,-17,-1,-16,0,-16,-1,-16,-1,-16,0,-16,-1,-16,0,-15,-2,-16,-1,-16,-2,-17,0,0,-2,-16,-2,-17,-3,-16,-3,-16,-2,-16,-2,-16,-2,-16,-2,-16,-2,-16,-2,-16,-3,-17,-2,-16,-2,-16,-2,-16,-1,-16,-2,-17,-2,-17,-1,-17,-1,-17,0,-16,0,-17,0,-16,0,-17,0,-17,1,-17,2,-17,0,0]"
