CSI_DATA: gC, idS, sC, sC_M, bc1, bc2, bcM1, retry, RSSI1, RSSI2, tCSI1_S, tCSI2_S, tdma_S, t_M(ms), dt_rxM, tin_cycle, [data]
CSI_DATA: 1,3,1,1,0,0,0,0,-22,-21,4294811.24,4294811.802,0.127,24.789,24.789,24.789,"[-8,12,-8,13,-7,13,-8,13,-7,12,-7,12,-8,12,-7,11,-7,12,-6,11,-7,13,-6,12,-6,12,-6,12,-6,12,-5,12,-4,11,-5,11,-4,12,-5,11,-5,11,-4,11,-4,11,-2,12,-3,12,-2,13,0,0,-2,12,-2,12,-2,13,-1,13,-1,13,-1,14,-1,14,-1,14,-1,14,-1,14,0,15,-1,14,-1,15,-1,15,-1,15,-1,16,-1,16,-2,17,-3,17,-3,16,-4,16,-4,16,-5,16,-5,17,-6,16,-7,16,0,0,5,-13,5,-13,4,-13,5,-14,4,-13,4,-13,3,-13,3,-13,3,-12,2,-13,2,-14,2,-14,1,-13,1,-13,1,-13,0,-14,0,-13,0,-13,-1,-13,0,-13,0,-13,-1,-13,-1,-13,-3,-13,-2,-14,-3,-14,0,0,-4,-13,-4,-14,-5,-14,-5,-13,-5,-14,-5,-14,-5,-14,-5,-14,-6,-14,-6,-15,-7,-16,-5,-15,-6,-16,-6,-16,-6,-16,-6,-17,-6,-17,-5,-18,-5,-18,-4,-18,-3,-18,-2,-17,-1,-18,-1,-18,0,-18,1,-18,0,0]"
CSI_DATA: 2,4,1,1,0,0,0,0,-18,-33,4294812.426,4294813.177,47.780,90.968,90.968,90.968,"[-17,-2,-18,-1,-18,0,-19,-1,-18,-1,-18,-1,-18,-1,-17,-1,-18,-1,-17,0,-19,0,-18,1,-18,1,-18,1,-18,0,-18,2,-17,2,-17,2,-18,3,-18,1,-18,1,-18,2,-17,2,-17,4,-19,3,-18,4,0,0,-18,4,-18,4,-19,5,-18,5,-19,4,-19,5,-19,4,-19,4,-19,5,-18,5,-19,6,-19,5,-19,5,-20,5,-19,5,-20,5,-20,5,-21,5,-20,3,-20,2,-20,2,-20,1,-20,1,-21,2,-20,0,-20,0,0,0,0,-11,-1,-11,-1,-11,-1,-12,-1,-11,-2,-11,-2,-11,-2,-10,-3,-10,-3,-10,-3,-11,-4,-11,-4,-11,-4,-10,-4,-11,-6,-11,-6,-10,-6,-10,-6,-10,-6,-10,-6,-10,-7,-10,-7,-10,-8,-10,-9,-11,-10,-11,0,0,-10,-10,-10,-10,-11,-10,-11,-10,-11,-10,-12,-10,-12,-11,-12,-10,-13,-11,-13,-11,-15,-11,-13,-11,-13,-12,-14,-12,-15,-12,-16,-13,-16,-13,-16,-14,-16,-13,-15,-15,-16,-15,-14,-15,-14,-16,-14,-17,-13,-19,-13,-18,0,0]"
CSI_DATA: 3,5,1,1,0,0,0,0,-37,-29,4294810.280,4294811.39,97.14,161.921,161.921,161.921,"[5,3,5,3,5,2,6,2,5,1,5,1,5,0,5,-1,6,0,5,-2,6,-2,6,-2,6,-3,6,-3,6,-3,6,-4,6,-4,6,-4,6,-5,6,-5,6,-5,6,-6,6,-6,5,-7,6,-8,6,-9,0,0,5,-9,6,-10,6,-11,6,-11,6,-11,6,-12,6,-12,6,-12,7,-13,6,-13,7,-15,6,-14,7,-15,7,-16,7,-16,7,-18,8,-18,8,-18,9,-18,10,-18,11,-19,12,-18,13,-19,12,-21,14,-20,16,-20,0,0,-10,14,-10,14,-9,14,-10,15,-10,14,-10,14,-9,14,-9,13,-9,14,-8,13,-8,14,-7,14,-7,14,-7,14,-7,14,-6,15,-5,14,-5,14,-4,14,-5,15,-5,15,-4,15,-4,15,-2,16,-3,17,-2,17,0,0,-2,17,-2,18,-2,18,-1,18,-2,18,-2,19,-3,19,-3,18,-3,19,-3,19,-3,20,-4,18,-4,18,-4,19,-5,19,-5,19,-5,19,-6,19,-6,18,-7,17,-8,17,-8,15,-8,16,-8,15,-10,14,-10,13,0,0]"
CSI_DATA: 4,6,1,1,0,0,0,0,-30,-19,4294814.227,4294814.977,146.972,223.843,223.843,223.843,"[-6,17,-6,17,-4,17,-6,19,-5,18,-5,18,-6,18,-5,18,-6,18,-5,18,-6,20,-5,19,-6,19,-6,19,-7,19,-5,18,-5,17,-5,17,-4,17,-5,17,-6,17,-5,17,-4,15,-3,16,-4,17,-3,17,0,0,-3,16,-3,17,-3,17,-2,16,-3,16,-4,17,-4,16,-4,16,-4,15,-4,14,-4,15,-5,13,-5,13,-5,13,-5,11,-5,11,-5,11,-5,9,-5,8,-4,7,-4,6,-4,6,-3,5,-3,5,-2,4,-2,3,0,0,-3,-18,-4,-18,-4,-17,-4,-19,-4,-17,-4,-17,-4,-17,-4,-16,-4,-16,-4,-16,-4,-17,-4,-16,-4,-16,-5,-15,-4,-16,-6,-15,-5,-15,-5,-15,-6,-15,-6,-15,-5,-15,-6,-14,-6,-14,-7,-14,-7,-15,-7,-15,0,0,-7,-14,-7,-14,-8,-14,-8,-14,-7,-15,-8,-15,-7,-15,-7,-14,-7,-14,-7,-14,-8,-15,-7,-15,-7,-14,-8,-15,-7,-15,-8,-15,-8,-15,-7,-15,-7,-15,-6,-15,-6,-16,-5,-15,-5,-16,-5,-17,-4,-16,-3,-16,0,0]"
CSI_DATA: 5,7,1,1,0,0,0,0,-28,-26,4294806.834,4294807.578,197.581,291.451,291.451,291.451,"[-15,-9,-15,-8,-16,-7,-16,-10,-15,-10,-15,-9,-15,-10,-14,-9,-14,-10,-14,-9,-14,-10,-14,-9,-14,-9,-13,-9,-13,-9,-14,-8,-13,-7,-13,-7,-13,-7,-13,-8,-13,-8,-13,-7,-12,-8,-14,-6,-14,-8,-14,-7,0,0,-14,-7,-14,-8,-14,-8,-13,-7,-13,-8,-13,-8,-12,-8,-12,-8,-12,-8,-11,-8,-12,-8,-11,-8,-10,-8,-11,-8,-10,-7,-10,-7,-10,-7,-9,-7,-9,-7,-8,-6,-8,-6,-8,-7,-8,-5,-8,-5,-8,-5,-8,-5,0,0,-13,8,-13,8,-12,8,-14,8,-13,7,-13,7,-13,7,-12,7,-12,7,-11,6,-12,7,-11,7,-11,6,-11,6,-11,6,-10,7,-10,7,-10,7,-9,7,-9,7,-10,7,-9,7,-10,7,-9,8,-10,8,-10,8,0,0,-9,8,-9,8,-9,8,-9,9,-9,8,-9,8,-9,8,-9,8,-9,8,-9,8,-9,9,-9,8,-9,8,-9,9,-9,9,-9,9,-9,9,-10,9,-10,9,-10,9,-11,9,-11,9,-11,9,-11,9,-12,9,-13,9,0,0]"
CSI_DATA: 6,3,2,2,1,1,1,0,-22,-21,224.671,226.439,11.796,407.287,115.836,13.243,"[-13,6,-14,6,-12,7,-14,6,-13,6,-13,6,-13,6,-12,6,-13,6,-11,6,-12,7,-12,7,-11,7,-11,7,-12,7,-11,8,-10,7,-10,7,-10,8,-10,7,-10,7,-10,8,-9,7,-9,9,-9,9,-9,10,0,0,-8,10,-9,10,-9,11,-7,10,-8,11,-9,11,-9,11,-8,11,-8,12,-8,12,-8,13,-8,12,-9,13,-9,13,-9,13,-9,14,-10,13,-10,14,-11,13,-11,13,-12,12,-12,11,-13,11,-12,12,-13,11,-14,11,0,0,-15,-1,-14,-1,-14,0,-15,-1,-14,0,-14,0,-14,0,-14,0,-14,1,-13,1,-14,2,-14,2,-13,2,-13,2,-13,2,-13,3,-12,3,-12,3,-12,4,-13,4,-13,4,-12,5,-12,4,-11,6,-12,6,-12,6,0,0,-12,7,-12,7,-12,8,-12,8,-12,8,-12,8,-12,8,-12,8,-13,9,-12,9,-13,10,-13,9,-13,9,-14,9,-14,9,-15,10,-15,10,-15,9,-16,8,-16,7,-17,7,-16,6,-17,6,-17,6,-17,4,-17,3,0,0]"
CSI_DATA: 7,4,2,2,1,1,1,0,-18,-33,226.58,227.827,59.567,460.486,169.35,66.442,"[-15,-9,-16,-9,-16,-7,-17,-9,-16,-8,-16,-8,-16,-8,-15,-8,-15,-8,-15,-6,-17,-7,-17,-6,-17,-6,-17,-6,-17,-7,-17,-6,-16,-6,-16,-6,-17,-5,-17,-6,-17,-6,-17,-5,-16,-5,-17,-4,-18,-5,-18,-4,0,0,-18,-4,-18,-4,-20,-4,-18,-3,-19,-4,-19,-4,-19,-4,-19,-4,-19,-4,-18,-3,-20,-3,-19,-4,-20,-4,-21,-4,-19,-4,-21,-5,-20,-5,-20,-5,-20,-6,-19,-7,-19,-7,-19,-8,-18,-8,-19,-8,-18,-9,-18,-10,0,0,-12,0,-12,0,-12,2,-12,1,-12,1,-11,1,-11,1,-11,1,-11,2,-11,2,-11,3,-11,3,-11,4,-11,4,-11,3,-11,5,-10,5,-10,5,-10,6,-11,5,-11,5,-10,6,-10,6,-10,8,-10,8,-10,8,0,0,-10,9,-10,9,-10,10,-10,10,-11,10,-11,11,-11,11,-11,11,-11,11,-11,12,-11,13,-12,12,-12,12,-12,13,-12,13,-12,14,-13,14,-14,14,-14,14,-15,13,-15,13,-16,12,-16,12,-17,13,-17,12,-18,11,0,0]"
CSI_DATA: 8,5,2,2,1,1,1,0,-37,-29,223.912,225.680,108.790,530.49,238.598,136.05,"[4,-6,3,-7,2,-6,3,-6,1,-6,0,-6,0,-6,0,-7,-1,-7,-1,-6,-2,-7,-3,-7,-3,-7,-3,-7,-3,-7,-4,-7,-4,-6,-5,-6,-6,-6,-6,-7,-6,-6,-7,-6,-7,-5,-9,-5,-9,-6,-10,-5,0,0,-11,-5,-12,-5,-13,-5,-12,-4,-14,-5,-15,-5,-15,-5,-15,-5,-15,-5,-16,-4,-18,-4,-18,-5,-18,-5,-20,-5,-19,-5,-21,-5,-22,-4,-22,-5,-22,-6,-23,-6,-24,-7,-24,-9,-24,-9,-27,-9,-26,-11,-27,-12,0,0,-11,11,-11,12,-9,12,-11,12,-10,11,-10,12,-10,12,-10,11,-10,11,-8,11,-9,12,-8,12,-8,12,-7,12,-7,11,-7,12,-6,12,-6,11,-5,12,-6,12,-6,12,-5,13,-5,12,-3,14,-4,14,-4,15,0,0,-3,15,-4,15,-4,16,-3,15,-4,16,-4,16,-4,16,-4,15,-5,16,-4,16,-4,17,-5,15,-5,15,-5,16,-6,15,-6,16,-6,16,-6,16,-7,15,-7,14,-8,14,-8,12,-8,13,-8,13,-9,12,-9,11,0,0]"
CSI_DATA: 9,6,2,2,1,1,1,0,-30,-19,227.854,229.623,158.760,595.673,304.222,201.629,"[7,-17,6,-18,5,-18,7,-20,6,-19,7,-19,7,-19,6,-19,7,-19,6,-19,7,-21,6,-20,7,-20,7,-20,8,-19,6,-20,6,-18,6,-18,5,-19,6,-18,6,-18,5,-18,5,-17,4,-18,5,-18,4,-18,0,0,4,-18,4,-18,3,-19,3,-17,4,-18,4,-18,5,-17,4,-17,5,-16,5,-15,5,-16,5,-15,5,-14,5,-14,6,-12,6,-12,5,-11,5,-10,5,-8,5,-7,5,-7,4,-6,3,-5,3,-5,2,-4,2,-3,0,0,-17,-7,-17,-6,-16,-6,-17,-7,-16,-7,-17,-7,-16,-7,-16,-6,-15,-6,-15,-6,-16,-6,-16,-5,-15,-5,-15,-5,-15,-5,-16,-4,-16,-3,-15,-4,-15,-3,-15,-4,-15,-4,-15,-4,-15,-4,-15,-2,-16,-3,-16,-2,0,0,-16,-3,-16,-3,-16,-2,-16,-2,-16,-3,-16,-3,-16,-4,-15,-3,-16,-3,-16,-2,-17,-2,-16,-3,-16,-3,-16,-3,-16,-3,-17,-3,-16,-3,-17,-4,-17,-4,-16,-5,-16,-6,-15,-7,-15,-6,-16,-6,-15,-7,-15,-7,0,0]"
CSI_DATA: 10,7,2,2,1,1,1,0,-28,-26,220.453,222.222,209.267,662.804,371.353,268.760,"[-5,15,-6,16,-4,15,-6,17,-6,15,-7,16,-7,15,-7,14,-8,15,-6,13,-7,15,-7,14,-7,13,-6,13,-7,13,-5,14,-5,13,-5,13,-4,13,-6,13,-6,13,-5,13,-5,12,-4,14,-5,14,-5,14,0,0,-5,14,-5,13,-5,14,-4,13,-5,13,-5,13,-6,12,-5,12,-6,12,-5,11,-5,12,-5,10,-5,11,-5,11,-5,10,-4,10,-4,10,-4,9,-4,9,-4,8,-4,8,-3,8,-4,8,-2,8,-3,8,-3,8,0,0,13,7,13,7,13,6,13,7,13,7,13,7,12,7,11,7,11,7,11,7,12,7,11,6,11,6,11,6,10,6,11,5,10,4,10,5,10,5,10,5,10,6,11,5,10,5,11,4,11,5,12,4,0,0,11,4,11,5,11,5,11,4,10,5,11,6,11,5,11,5,11,5,11,5,11,5,10,5,10,5,10,5,11,5,11,5,11,5,11,5,11,5,11,5,11,6,11,6,11,6,12,6,12,7,12,7,0,0]"
