CSI_DATA: 5,3,2,2,0,1,1,0,-20,-21,4294807.67,236.189,14.550,409.905,201.904,16.83,"[15,-2,15,-2,15,-3,16,-2,15,-2,15,-2,14,-2,14,-2,14,-2,13,-3,15,-3,14,-4,14,-4,14,-3,14,-3,14,-4,13,-4,12,-4,13,-5,13,-4,13,-4,13,-5,12,-5,12,-6,13,-6,13,-7,0,0,12,-7,13,-7,13,-8,12,-7,13,-7,13,-7,13,-7,13,-7,13,-8,13,-7,13,-9,13,-8,14,-8,14,-8,13,-7,14,-8,14,-8,14,-8,15,-7,14,-6,15,-6,15,-5,15,-4,16,-5,15,-3,15,-3,0,0,3,-12,3,-12,2,-12,2,-13,2,-12,2,-12,1,-12,1,-12,1,-12,0,-12,0,-13,-1,-12,-1,-12,-1,-12,-1,-12,-2,-12,-3,-12,-2,-11,-3,-12,-3,-12,-3,-12,-4,-12,-4,-12,-5,-11,-5,-12,-6,-12,0,0,-7,-11,-7,-12,-8,-13,-8,-11,-7,-12,-8,-13,-8,-13,-8,-13,-8,-13,-9,-13,-10,-14,-8,-14,-8,-14,-9,-15,-9,-15,-9,-15,-9,-15,-8,-15,-8,-16,-7,-15,-6,-16,-5,-16,-5,-17,-5,-17,-3,-17,-3,-17,0,0]"
CSI_DATA: 6,4,2,2,1,1,1,0,-18,-35,233.78,237.588,63.910,465.795,257.794,71.973,"[7,14,7,14,8,13,8,15,8,14,8,14,7,14,8,13,7,14,8,13,9,14,9,14,9,14,9,13,8,14,10,13,10,12,9,12,10,12,10,13,10,13,11,12,9,12,12,11,12,13,13,12,0,0,13,12,13,12,14,12,13,11,13,13,14,13,14,13,13,13,13,13,13,13,15,13,13,13,14,14,14,14,13,14,14,14,14,14,13,15,13,15,12,15,11,16,11,16,11,16,11,16,9,17,9,17,0,0,1,-5,0,-5,0,-4,0,-5,-1,-5,-2,-4,-2,-5,-3,-4,-3,-5,-3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-7,-5,-6,-4,-7,-5,-7,-5,-8,-5,-8,-5,-9,-5,-9,-5,-10,-4,-10,-5,-11,-5,0,0,-12,-5,-12,-5,-13,-5,-13,-4,-13,-5,-14,-5,-14,-6,-14,-6,-15,-5,-15,-6,-17,-5,-15,-6,-15,-6,-16,-6,-16,-6,-17,-6,-17,-6,-18,-7,-17,-7,-17,-7,-18,-8,-17,-8,-17,-8,-18,-8,-18,-10,-18,-10,0,0]"
CSI_DATA: 7,5,2,2,1,1,1,0,-41,-30,230.920,235.430,113.732,529.456,321.455,135.634,"[-9,11,-10,10,-8,10,-9,10,-7,9,-6,8,-5,7,-4,6,-4,6,-2,5,-1,5,-1,5,1,5,2,5,2,5,4,5,5,5,7,5,7,5,8,6,9,7,10,7,10,7,13,7,14,9,15,8,0,0,16,9,15,11,17,12,17,11,17,13,18,14,17,15,17,15,17,15,17,15,18,16,17,15,17,16,18,16,16,16,18,17,18,16,18,17,18,17,17,17,18,18,18,19,20,19,22,19,20,20,20,21,0,0,-3,9,-3,9,-2,9,-2,9,-2,9,-1,8,-1,8,0,8,0,7,1,7,1,7,2,7,2,7,2,7,3,7,4,7,5,6,5,6,5,6,5,6,6,7,6,6,6,6,8,5,8,6,9,6,0,0,10,6,9,6,11,6,10,6,10,7,11,7,11,7,11,7,12,7,12,7,13,8,12,8,12,8,13,8,12,8,14,9,13,9,13,10,13,10,12,10,12,11,11,10,10,10,10,11,9,12,9,12,0,0]"
CSI_DATA: 8,6,2,2,1,1,1,0,-33,-20,234.862,239.372,162.885,584.402,376.401,190.580,"[-19,12,-19,13,-17,14,-19,14,-18,14,-18,14,-17,13,-16,14,-17,13,-15,14,-16,15,-14,15,-14,16,-13,16,-14,16,-13,16,-11,16,-11,15,-10,17,-11,17,-11,17,-10,17,-10,16,-7,18,-8,19,-8,18,0,0,-7,18,-8,18,-8,19,-7,18,-8,19,-8,19,-8,18,-8,17,-9,17,-8,16,-10,16,-10,14,-11,14,-12,13,-12,11,-12,11,-11,9,-12,8,-12,5,-11,4,-11,2,-10,0,-10,-1,-9,-2,-8,-3,-7,-5,0,0,9,11,9,11,10,10,10,12,9,11,9,11,9,10,9,9,9,10,9,9,9,10,9,9,9,9,9,9,9,9,11,8,10,7,9,7,10,8,10,8,10,8,10,7,10,7,10,7,11,8,11,7,0,0,11,6,12,7,12,6,12,6,12,7,12,7,12,7,12,6,12,6,12,6,13,6,12,7,12,6,12,7,12,7,13,7,13,7,13,7,13,7,12,8,12,9,12,9,11,9,12,10,11,11,10,11,0,0]"
CSI_DATA: 9,7,2,2,0,1,1,0,-34,-25,4294802.742,231.972,212.548,645.599,437.598,251.777,"[2,6,2,6,3,6,3,7,3,7,3,7,4,7,4,6,4,7,5,6,6,7,6,6,6,7,6,7,6,7,7,7,7,6,7,7,8,7,8,8,8,8,9,8,8,8,10,7,10,8,11,8,0,0,11,8,11,9,12,9,11,9,11,10,11,10,11,11,11,11,11,11,10,10,11,11,10,11,10,11,10,11,9,11,9,11,10,11,9,11,8,11,7,10,7,10,7,11,7,11,8,10,6,10,6,10,0,0,15,2,15,2,15,1,16,3,14,2,14,3,13,2,13,2,12,3,12,3,13,3,12,2,11,2,11,2,11,2,11,1,10,1,9,1,10,1,10,1,10,1,10,0,9,1,10,0,10,0,10,-1,0,0,10,-1,10,-1,10,-1,9,-1,10,-1,10,-1,10,-1,10,-1,10,-2,10,-2,11,-2,10,-1,10,-1,11,-2,10,-2,11,-2,10,-2,11,-2,11,-2,11,-2,11,-1,11,-1,11,-1,12,-1,12,0,13,0,0,0]"
CSI_DATA: 10,3,3,3,1,2,2,0,-21,-22,621.667,626.173,14.392,799.822,154.223,15.973,"[-11,8,-11,8,-10,9,-12,9,-11,8,-11,8,-11,8,-10,7,-10,8,-10,8,-11,8,-10,8,-10,9,-10,8,-10,8,-9,9,-8,9,-8,8,-8,9,-8,9,-8,9,-7,9,-7,8,-6,10,-7,10,-7,10,0,0,-6,11,-6,11,-6,12,-5,11,-6,11,-6,12,-6,12,-6,12,-6,12,-6,12,-6,13,-7,12,-7,13,-7,13,-6,13,-7,14,-7,13,-7,13,-8,13,-8,12,-9,12,-9,11,-10,11,-10,12,-11,11,-11,10,0,0,13,-1,13,-1,13,-3,14,-2,13,-3,13,-3,13,-3,12,-4,12,-4,12,-4,13,-5,12,-6,11,-6,11,-6,11,-6,11,-8,10,-7,10,-7,10,-8,10,-8,10,-8,9,-9,10,-8,9,-10,10,-11,10,-11,0,0,9,-12,9,-13,9,-13,9,-13,9,-13,9,-14,10,-14,9,-14,10,-15,10,-15,10,-16,10,-15,11,-15,11,-15,11,-16,12,-16,12,-16,13,-15,13,-15,14,-14,15,-14,15,-13,16,-12,16,-12,17,-10,17,-10,0,0]"
CSI_DATA: 11,4,3,3,2,2,2,0,-17,-35,623.67,627.573,63.798,853.314,207.715,69.465,"[-12,-14,-13,-14,-13,-13,-14,-15,-13,-14,-13,-14,-13,-14,-12,-13,-13,-13,-13,-12,-14,-13,-14,-13,-14,-13,-14,-12,-13,-13,-15,-12,-14,-11,-14,-11,-15,-10,-14,-11,-14,-12,-15,-11,-14,-11,-16,-9,-16,-10,-17,-10,0,0,-16,-10,-17,-10,-18,-10,-17,-9,-17,-10,-18,-10,-18,-10,-17,-10,-18,-10,-17,-9,-19,-9,-18,-10,-18,-10,-18,-10,-18,-10,-19,-11,-19,-11,-18,-11,-18,-12,-17,-12,-17,-13,-16,-13,-16,-13,-17,-13,-15,-14,-15,-15,0,0,-5,-1,-5,-1,-5,0,-5,0,-5,1,-5,1,-5,1,-5,1,-6,2,-5,2,-6,2,-6,3,-5,3,-6,3,-6,3,-6,4,-5,4,-6,5,-5,5,-6,6,-6,6,-6,6,-6,6,-5,7,-6,8,-6,8,0,0,-6,9,-6,10,-6,11,-5,10,-6,11,-7,12,-6,12,-6,12,-6,13,-6,13,-6,14,-6,13,-7,14,-7,15,-7,15,-7,16,-7,17,-8,16,-8,16,-9,16,-10,17,-10,17,-11,17,-10,18,-12,17,-12,17,0,0]"
CSI_DATA: 12,5,3,3,2,2,2,0,-37,-31,620.908,625.414,113.617,923.544,277.945,139.695,"[-8,-5,-9,-5,-8,-4,-8,-4,-7,-3,-6,-3,-6,-2,-6,-2,-6,-1,-5,-1,-5,0,-5,1,-5,2,-4,2,-4,3,-3,4,-3,4,-3,5,-2,6,-2,6,-2,7,-2,8,-2,8,-1,9,-1,11,0,12,0,0,0,13,0,14,0,15,0,15,0,16,0,17,0,17,-1,17,0,18,0,18,1,19,0,19,0,20,0,21,0,20,0,22,0,22,-1,23,0,22,-1,22,-2,23,-2,23,-2,24,-2,25,-3,25,-4,25,0,0,5,14,5,12,6,12,6,13,6,12,5,11,5,10,5,9,5,9,6,9,6,9,7,8,7,7,7,6,7,6,8,5,8,4,8,4,8,3,9,3,10,3,10,2,11,2,11,0,12,1,13,1,0,0,13,0,14,0,14,-1,15,-1,15,0,16,0,17,0,16,0,17,0,17,0,18,0,17,1,18,1,18,1,18,1,19,1,20,2,19,3,18,3,18,4,18,5,18,5,18,6,17,6,16,8,15,8,0,0]"
CSI_DATA: 8,6,2,2,1,1,1,0,-33,-20,234.862,239.372,162.885,584.402,376.401,190.580,"[-19,12,-19,13,-17,14,-19,14,-18,14,-18,14,-17,13,-16,14,-17,13,-15,14,-16,15,-14,15,-14,16,-13,16,-14,16,-13,16,-11,16,-11,15,-10,17,-11,17,-11,17,-10,17,-10,16,-7,18,-8,19,-8,18,0,0,-7,18,-8,18,-8,19,-7,18,-8,19,-8,19,-8,18,-8,17,-9,17,-8,16,-10,16,-10,14,-11,14,-12,13,-12,11,-12,11,-11,9,-12,8,-12,5,-11,4,-11,2,-10,0,-10,-1,-9,-2,-8,-3,-7,-5,0,0,9,11,9,11,10,10,10,12,9,11,9,11,9,10,9,9,9,10,9,9,9,10,9,9,9,9,9,9,9,9,11,8,10,7,9,7,10,8,10,8,10,8,10,7,10,7,10,7,11,8,11,7,0,0,11,6,12,7,12,6,12,6,12,7,12,7,12,7,12,6,12,6,12,6,13,6,12,7,12,6,12,7,12,7,13,7,13,7,13,7,13,7,12,8,12,9,12,9,11,9,12,10,11,11,10,11,0,0]"
CSI_DATA: 13,7,3,3,1,2,2,0,-33,-25,617.451,621.957,212.436,998.516,352.917,214.667,"[9,-3,10,-3,10,-4,11,-4,10,-4,11,-4,11,-4,10,-4,10,-4,10,-5,11,-5,10,-6,10,-7,10,-8,11,-7,10,-9,10,-10,10,-9,11,-11,11,-10,12,-10,12,-11,12,-10,12,-12,13,-12,13,-13,0,0,13,-14,13,-14,14,-15,13,-14,14,-14,14,-15,14,-14,14,-14,13,-14,14,-14,14,-16,15,-14,15,-14,15,-14,14,-14,14,-15,15,-14,15,-14,14,-14,14,-13,15,-12,15,-11,15,-11,16,-11,15,-10,15,-10,0,0,7,12,7,11,8,10,8,11,7,11,7,11,7,10,6,10,6,10,6,9,7,9,7,8,7,8,7,8,6,7,8,7,8,6,7,6,8,6,8,6,8,6,9,6,8,6,9,5,10,6,10,5,0,0,10,5,11,5,11,5,11,4,11,5,11,5,11,5,11,5,12,5,12,4,13,4,12,5,12,5,13,5,13,5,13,5,14,5,13,5,14,6,14,6,14,7,14,7,14,8,15,8,14,9,14,10,0,0]"
