CSI_DATA: 5,3,2,2,2,1,2,0,-24,-24,624.811,628.805,13.791,803.199,591.581,16.862,"[-15,3,-16,4,-16,5,-17,4,-17,4,-17,3,-17,3,-16,3,-17,3,-16,4,-18,3,-17,4,-17,4,-17,4,-18,2,-17,4,-16,4,-16,3,-17,4,-17,3,-17,3,-17,3,-16,2,-16,4,-17,4,-17,5,0,0,-16,4,-16,4,-16,5,-15,5,-16,5,-16,5,-16,5,-15,5,-15,5,-15,5,-16,7,-15,6,-16,5,-16,6,-15,6,-16,7,-16,7,-16,7,-16,6,-16,6,-17,6,-16,5,-17,5,-18,6,-17,5,-18,5,0,0,1,-16,0,-16,0,-16,0,-17,0,-16,0,-16,0,-16,0,-15,0,-16,-1,-15,-1,-16,-2,-16,-3,-16,-3,-16,-2,-15,-4,-16,-4,-15,-4,-15,-5,-16,-5,-16,-5,-17,-5,-16,-4,-16,-7,-16,-7,-17,-7,-17,0,0,-8,-17,-9,-18,-9,-18,-10,-17,-9,-18,-9,-19,-9,-19,-9,-19,-10,-19,-10,-18,-11,-19,-10,-19,-10,-19,-10,-19,-11,-20,-12,-21,-12,-21,-11,-21,-10,-22,-10,-22,-9,-23,-9,-23,-8,-23,-9,-23,-7,-24,-6,-25,0,0]"
CSI_DATA: 6,4,2,2,2,1,2,0,-22,-35,621.671,625.665,61.151,860.254,648.636,73.917,"[1,-14,1,-14,0,-14,1,-15,0,-14,0,-15,0,-15,0,-14,0,-14,0,-13,0,-15,0,-15,0,-15,0,-14,0,-14,-1,-14,-1,-14,-1,-13,-1,-14,-1,-14,-1,-14,-2,-13,-1,-13,-3,-13,-2,-14,-3,-14,0,0,-3,-14,-3,-14,-4,-15,-4,-14,-4,-15,-4,-15,-4,-15,-4,-14,-3,-15,-3,-14,-4,-16,-3,-15,-3,-15,-4,-15,-3,-15,-3,-16,-3,-15,-3,-16,-2,-16,-2,-15,-1,-16,-1,-16,-1,-15,-1,-16,1,-15,1,-15,0,0,14,-2,14,-2,14,-3,15,-3,14,-3,14,-3,14,-3,13,-4,14,-4,13,-5,14,-5,14,-7,14,-7,13,-7,14,-6,14,-8,13,-9,13,-8,12,-9,13,-9,14,-9,13,-9,13,-9,12,-11,14,-12,13,-12,0,0,12,-13,13,-13,13,-14,12,-14,13,-13,13,-14,14,-13,14,-13,13,-14,13,-14,13,-15,13,-14,13,-14,14,-14,14,-14,14,-14,14,-14,15,-13,15,-12,16,-10,16,-10,16,-9,16,-8,16,-8,16,-6,16,-5,0,0]"
CSI_DATA: 7,5,2,2,2,1,2,0,-26,-24,624.720,628.714,108.242,928.470,716.852,142.133,"[14,2,15,1,14,1,16,2,14,2,15,2,15,2,14,1,15,2,14,1,16,1,16,1,16,1,16,1,16,2,16,1,15,1,15,1,16,1,16,2,16,2,16,2,15,2,16,0,17,1,16,1,0,0,16,1,16,2,17,2,16,1,16,2,16,2,16,2,15,2,16,2,15,2,16,2,15,2,15,3,15,2,14,3,15,2,15,2,15,2,14,3,14,3,14,3,13,3,13,3,14,3,13,3,13,3,0,0,-10,-11,-11,-11,-11,-10,-12,-12,-11,-10,-11,-11,-11,-11,-11,-11,-11,-11,-11,-10,-13,-10,-13,-10,-13,-10,-14,-9,-13,-10,-15,-10,-14,-9,-14,-10,-15,-9,-15,-11,-14,-11,-15,-10,-14,-11,-16,-8,-17,-11,-17,-10,0,0,-17,-10,-17,-10,-18,-10,-17,-9,-17,-10,-17,-11,-17,-11,-16,-11,-17,-11,-17,-10,-18,-10,-17,-10,-17,-10,-18,-11,-17,-11,-18,-11,-18,-11,-18,-11,-17,-11,-17,-12,-17,-13,-16,-13,-16,-13,-17,-12,-16,-14,-15,-14,0,0]"
CSI_DATA: 8,6,2,2,2,1,2,0,-27,-16,627.829,631.823,160.619,995.750,784.132,209.413,"[5,-9,5,-10,4,-10,5,-11,5,-11,6,-12,5,-12,5,-12,6,-12,5,-12,6,-14,6,-14,6,-14,6,-14,7,-15,5,-16,5,-15,5,-15,5,-16,6,-17,6,-17,5,-17,5,-17,4,-18,6,-19,5,-19,0,0,5,-19,5,-19,5,-21,5,-19,6,-21,6,-21,6,-20,6,-20,6,-20,5,-19,6,-22,6,-20,7,-20,6,-20,6,-19,6,-20,6,-19,6,-20,7,-19,7,-18,7,-18,7,-18,8,-18,6,-18,7,-17,7,-17,0,0,13,5,13,4,13,4,15,5,14,5,14,5,14,5,14,5,14,5,14,5,16,5,16,4,16,4,15,4,16,4,17,2,16,2,16,2,16,2,16,2,17,3,17,2,17,2,18,-1,19,1,20,-1,0,0,20,-1,21,-1,21,-1,20,-2,21,-1,22,0,22,0,22,-1,23,0,23,-1,24,-2,24,-1,23,-1,24,0,24,0,25,0,25,0,25,0,25,2,25,2,25,3,25,4,25,4,25,3,26,5,25,6,0,0]"
CSI_DATA: 9,3,3,3,3,2,3,0,-24,-25,1014.777,1018.956,13.651,1192.25,196.275,15.721,"[-6,14,-6,15,-5,15,-7,16,-6,15,-6,16,-7,15,-6,14,-7,15,-5,14,-6,16,-6,16,-6,16,-6,15,-8,16,-7,16,-6,15,-7,14,-6,15,-7,15,-8,15,-7,15,-7,14,-5,15,-7,16,-6,16,0,0,-6,15,-6,15,-6,16,-5,15,-6,16,-6,16,-7,15,-6,15,-6,15,-5,15,-4,17,-5,15,-5,16,-5,16,-5,15,-5,16,-6,16,-6,17,-6,16,-6,16,-7,16,-7,15,-6,15,-6,17,-7,16,-8,16,0,0,10,-10,10,-10,9,-11,10,-11,10,-11,9,-11,9,-11,9,-11,9,-11,9,-11,9,-12,8,-13,8,-13,8,-12,8,-12,7,-15,6,-14,7,-13,6,-14,7,-15,7,-15,6,-15,7,-15,5,-16,6,-17,6,-17,0,0,5,-17,5,-18,5,-18,5,-18,5,-18,6,-19,5,-19,6,-19,5,-20,5,-20,5,-21,5,-20,6,-20,6,-20,6,-21,6,-22,6,-22,7,-22,7,-21,8,-21,9,-22,9,-21,10,-22,9,-22,12,-21,12,-20,0,0]"
CSI_DATA: 10,4,3,3,3,2,3,0,-22,-34,1011.638,1015.817,60.864,1244.877,249.127,68.573,"[7,-11,7,-12,7,-12,8,-13,7,-11,7,-12,7,-11,7,-11,7,-11,6,-11,7,-13,6,-13,6,-13,6,-12,7,-12,6,-13,5,-12,5,-12,5,-12,6,-12,6,-12,5,-12,5,-12,4,-13,4,-13,4,-14,0,0,4,-13,4,-13,4,-14,3,-14,4,-14,4,-14,4,-14,4,-14,4,-14,3,-14,3,-15,3,-14,4,-15,4,-15,4,-14,4,-15,4,-15,5,-15,5,-15,6,-14,6,-14,7,-14,6,-14,6,-14,7,-13,8,-13,0,0,-11,-9,-12,-8,-12,-8,-12,-9,-13,-8,-12,-8,-13,-7,-13,-7,-13,-7,-13,-6,-14,-7,-15,-6,-14,-6,-15,-5,-14,-6,-16,-5,-15,-3,-15,-4,-15,-3,-16,-3,-16,-4,-16,-3,-16,-3,-17,-1,-18,-2,-18,-1,0,0,-18,0,-18,-1,-19,0,-18,0,-18,0,-19,0,-19,0,-19,0,-19,1,-19,1,-20,1,-19,0,-19,0,-19,0,-20,0,-20,0,-20,-1,-20,-1,-19,-2,-19,-3,-19,-4,-18,-4,-18,-5,-18,-5,-17,-8,-16,-8,0,0]"
CSI_DATA: 11,5,3,3,3,2,3,0,-26,-23,1014.686,1018.865,107.932,1311.520,315.770,135.216,"[-2,-17,-3,-18,-3,-16,-2,-19,-2,-17,-2,-18,-2,-18,-2,-17,-2,-17,-2,-17,-3,-19,-3,-18,-3,-18,-3,-18,-2,-19,-3,-18,-3,-18,-2,-17,-3,-18,-2,-19,-1,-19,-2,-18,-1,-17,-4,-18,-3,-19,-3,-19,0,0,-2,-19,-2,-19,-3,-20,-2,-18,-2,-19,-1,-19,-1,-19,-1,-18,-1,-19,-1,-17,-2,-19,-1,-18,-1,-18,-1,-18,0,-17,-1,-18,-1,-17,-1,-18,0,-17,0,-16,1,-17,1,-17,0,-16,-1,-18,1,-17,1,-17,0,0,-10,13,-9,14,-8,14,-10,15,-9,14,-10,14,-10,14,-9,14,-9,15,-8,14,-9,16,-8,17,-8,17,-7,16,-9,16,-7,19,-7,18,-8,17,-7,18,-8,19,-9,18,-8,19,-9,18,-7,20,-9,21,-7,21,0,0,-7,21,-8,21,-8,22,-8,21,-8,21,-9,21,-9,21,-9,21,-8,21,-8,21,-8,22,-8,20,-9,20,-9,21,-9,21,-9,22,-9,22,-9,22,-9,21,-10,20,-11,20,-11,19,-12,20,-11,20,-13,19,-13,18,0,0]"
CSI_DATA: 12,6,3,3,3,2,3,0,-27,-16,1017.796,1021.974,160.225,1379.976,384.226,203.672,"[-7,-6,-8,-7,-8,-6,-8,-8,-8,-7,-9,-8,-9,-8,-9,-8,-9,-8,-9,-7,-11,-9,-11,-8,-11,-8,-11,-8,-12,-9,-12,-9,-12,-8,-11,-8,-13,-8,-13,-9,-13,-10,-13,-9,-12,-9,-15,-8,-15,-10,-15,-9,0,0,-15,-11,-15,-10,-16,-11,-15,-10,-16,-11,-16,-12,-15,-12,-15,-12,-15,-12,-15,-11,-17,-12,-15,-12,-15,-12,-15,-13,-14,-12,-15,-13,-14,-12,-14,-12,-13,-13,-13,-13,-13,-13,-12,-13,-12,-12,-13,-12,-12,-12,-13,-12,0,0,-14,4,-14,4,-14,5,-16,5,-15,5,-15,5,-15,5,-15,5,-16,6,-15,5,-16,6,-16,7,-15,7,-15,7,-16,6,-15,9,-14,9,-14,8,-14,9,-15,9,-15,9,-15,11,-15,10,-13,12,-16,12,-15,14,0,0,-14,14,-15,14,-15,15,-15,15,-15,15,-16,15,-16,16,-16,16,-16,17,-16,17,-16,18,-16,17,-17,17,-18,17,-17,17,-18,18,-19,18,-18,18,-19,17,-19,17,-20,17,-20,16,-21,16,-21,16,-22,15,-22,14,0,0]"
CSI_DATA: 13,7,3,3,3,2,3,0,-30,-19,932.542,936.721,213.67,1452.334,456.584,276.30,"[2,13,2,13,3,12,3,14,2,12,3,12,3,12,3,11,3,12,4,12,4,13,4,13,4,13,4,13,3,14,4,13,3,12,3,11,4,12,3,12,3,12,3,11,3,10,5,10,5,11,6,10,0,0,6,9,6,9,7,9,7,8,7,9,8,9,8,9,9,9,9,9,10,8,12,8,11,8,12,9,13,9,13,9,15,9,15,10,16,11,15,11,15,12,16,13,15,14,15,15,18,15,16,17,16,19,0,0,0,17,1,17,2,17,1,18,0,18,0,18,-1,17,-1,17,-1,17,-1,15,-1,17,0,16,0,15,0,14,0,14,2,14,3,13,2,13,4,14,3,14,3,14,4,15,3,15,5,14,5,16,5,16,0,0,5,16,5,16,5,16,5,16,4,16,4,17,4,16,3,16,4,16,4,16,4,17,3,15,3,15,3,15,2,15,3,16,3,15,3,15,2,15,1,14,1,14,1,14,1,14,1,14,0,14,0,13,0,0]"
CSI_DATA: 14,3,4,4,4,3,4,0,-24,-25,1404.764,1409.460,14.800,1583.105,130.771,16.803,"[-14,1,-15,1,-15,2,-16,1,-15,1,-16,1,-15,1,-15,1,-16,0,-15,1,-17,1,-16,1,-16,1,-16,1,-16,0,-16,1,-15,1,-15,0,-16,1,-16,0,-16,0,-15,0,-15,0,-15,2,-16,1,-16,1,0,0,-15,1,-15,1,-16,2,-15,2,-16,1,-16,2,-16,1,-15,1,-15,1,-14,2,-16,2,-15,2,-16,2,-16,2,-15,2,-16,2,-16,2,-16,2,-16,1,-15,1,-16,1,-16,0,-16,0,-17,1,-16,0,-16,0,0,0,5,-15,4,-16,3,-16,4,-17,4,-16,4,-16,3,-16,3,-16,3,-16,3,-15,2,-17,1,-17,1,-17,1,-17,1,-17,0,-18,-1,-17,-1,-17,-1,-18,-1,-18,0,-19,-1,-19,0,-18,-3,-19,-2,-20,-3,-20,0,0,-4,-20,-3,-21,-4,-21,-4,-21,-4,-21,-3,-22,-3,-22,-3,-22,-4,-22,-5,-22,-5,-24,-4,-23,-4,-23,-4,-24,-4,-24,-5,-25,-5,-24,-4,-25,-3,-26,-2,-25,-2,-26,-1,-25,0,-26,-1,-27,1,-27,2,-26,0,0]"
