CSI_DATA: gC, idS, sC, sC_M, bc1, bc2, bcM1, retry, RSSI1, RSSI2, tCSI1_S, tCSI2_S, tdma_S, t_M(ms), dt_rxM, tin_cycle, [data]
CSI_DATA: 1,3,1,1,0,0,0,0,-24,-20,4294810.642,4294818.332,0.117,22.348,22.348,22.348,"[-4,9,-3,10,-2,9,-3,11,-2,10,-2,10,-2,10,-1,10,0,10,0,10,1,11,2,11,2,12,2,12,2,12,3,12,4,12,3,12,4,13,4,14,4,14,5,14,4,13,7,14,6,15,7,15,0,0,7,15,7,15,8,16,8,15,8,17,8,17,8,18,8,17,8,18,8,17,9,18,8,18,7,18,8,19,7,18,8,19,8,19,7,20,6,19,6,19,5,19,5,19,5,19,6,20,4,19,4,20,0,0,-15,-8,-15,-8,-16,-7,-17,-9,-16,-8,-16,-9,-16,-8,-15,-8,-15,-9,-14,-8,-16,-9,-16,-8,-16,-8,-15,-8,-15,-9,-16,-8,-15,-7,-15,-8,-15,-7,-15,-8,-15,-9,-15,-8,-14,-9,-15,-7,-16,-8,-16,-8,0,0,-15,-7,-15,-7,-16,-7,-15,-7,-15,-8,-15,-8,-14,-8,-14,-7,-14,-8,-14,-8,-15,-7,-14,-8,-14,-8,-14,-8,-14,-8,-14,-8,-14,-7,-13,-8,-13,-8,-13,-8,-12,-8,-12,-8,-12,-8,-12,-7,-12,-9,-12,-9,0,0]"
CSI_DATA: 2,4,1,1,0,0,0,0,-20,-31,4294806.317,4294814.19,42.802,86.674,86.674,86.674,"[-3,-8,-4,-8,-5,-8,-5,-9,-5,-8,-6,-9,-6,-8,-6,-8,-7,-8,-7,-8,-8,-9,-8,-8,-9,-8,-9,-8,-9,-9,-10,-8,-10,-7,-10,-7,-11,-7,-11,-8,-11,-8,-12,-7,-11,-7,-13,-6,-14,-7,-14,-6,0,0,-14,-6,-15,-6,-16,-6,-15,-5,-17,-6,-17,-6,-17,-6,-17,-6,-18,-6,-17,-6,-19,-5,-18,-6,-19,-6,-20,-7,-19,-6,-21,-7,-21,-7,-21,-7,-21,-8,-20,-9,-20,-9,-20,-10,-20,-10,-21,-10,-20,-12,-20,-12,0,0,0,-11,-1,-12,-2,-11,-2,-13,-2,-13,-2,-14,-2,-14,-2,-14,-2,-15,-3,-15,-4,-16,-4,-16,-4,-17,-5,-17,-4,-18,-5,-18,-5,-18,-5,-17,-6,-19,-6,-19,-5,-20,-6,-19,-5,-20,-8,-19,-7,-21,-8,-21,0,0,-8,-20,-8,-21,-9,-21,-9,-20,-9,-20,-10,-20,-10,-20,-11,-19,-12,-20,-13,-19,-15,-20,-15,-19,-15,-20,-17,-21,-16,-21,-19,-22,-19,-21,-20,-23,-20,-24,-18,-25,-19,-27,-18,-28,-19,-29,-20,-29,-17,-32,-16,-33,0,0]"
CSI_DATA: 3,5,1,1,0,0,0,0,-34,-25,4294809.596,4294817.294,93.759,159.945,159.945,159.945,"[-7,-1,-7,-1,-7,-1,-7,-1,-7,-1,-7,-1,-7,-1,-6,-1,-7,-1,-6,-1,-7,-2,-7,-1,-7,-1,-7,-2,-7,-2,-7,-2,-7,-2,-7,-2,-8,-2,-8,-3,-8,-4,-9,-3,-9,-3,-10,-3,-11,-4,-11,-3,0,0,-12,-3,-13,-3,-14,-3,-14,-3,-15,-4,-16,-4,-17,-4,-17,-3,-18,-3,-18,-3,-20,-2,-19,-3,-20,-3,-21,-4,-20,-4,-22,-3,-23,-4,-23,-4,-22,-4,-22,-4,-22,-5,-22,-6,-22,-5,-23,-5,-21,-6,-21,-6,0,0,-10,-8,-11,-7,-10,-6,-11,-8,-11,-7,-10,-6,-10,-6,-10,-6,-10,-6,-10,-5,-11,-5,-11,-4,-11,-4,-11,-4,-11,-4,-12,-3,-12,-3,-11,-3,-12,-2,-12,-3,-12,-2,-12,-2,-12,-2,-12,-1,-13,-1,-13,-1,0,0,-13,0,-14,0,-14,0,-14,0,-14,0,-15,0,-15,-1,-15,-1,-15,-1,-15,-1,-16,0,-15,-1,-16,-1,-16,-1,-15,-2,-16,-2,-16,-2,-16,-3,-16,-3,-15,-4,-15,-4,-15,-5,-14,-5,-15,-5,-14,-6,-13,-7,0,0]"
CSI_DATA: 4,6,1,1,0,0,0,0,-27,-24,4294807.500,4294815.273,142.586,230.157,230.157,230.157,"[18,2,19,2,19,1,21,2,19,2,19,2,18,2,17,2,17,2,17,1,18,1,18,0,18,0,18,0,17,1,17,0,16,0,16,0,17,0,17,1,17,1,17,0,16,1,17,-1,17,0,17,0,0,0,16,1,16,1,16,1,15,1,15,1,15,2,14,2,13,2,14,2,12,1,14,1,12,2,12,2,11,2,10,2,10,2,9,2,9,2,8,2,7,2,7,2,6,2,5,1,5,1,4,1,4,0,0,0,-7,1,-7,1,-6,2,-7,1,-6,1,-6,1,-6,1,-6,1,-6,1,-6,1,-6,1,-6,1,-6,1,-6,1,-6,1,-6,1,-5,1,-5,1,-5,1,-5,1,-5,1,-5,1,-5,1,-5,2,-5,1,-5,1,0,0,-5,2,-5,1,-5,2,-4,2,-4,2,-5,2,-5,2,-4,2,-5,2,-4,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,1,-5,1,-5,1,-5,1,-5,1,0,0]"
CSI_DATA: 5,3,2,2,1,1,1,0,-25,-20,232.588,237.627,15.751,411.510,181.353,17.391,"[9,-4,9,-5,8,-6,9,-6,8,-6,9,-6,8,-7,8,-7,7,-7,7,-8,8,-9,7,-10,7,-10,7,-10,8,-10,7,-12,6,-11,7,-11,7,-13,7,-12,8,-13,7,-13,7,-13,6,-15,8,-15,7,-16,0,0,7,-16,8,-17,8,-17,7,-17,9,-17,9,-18,9,-18,9,-17,9,-18,9,-17,10,-19,10,-17,10,-18,11,-18,11,-17,11,-18,11,-18,12,-18,12,-17,12,-16,13,-16,13,-15,14,-16,13,-16,14,-15,15,-15,0,0,0,-10,0,-10,-1,-10,0,-11,0,-10,0,-10,0,-10,0,-10,0,-10,0,-10,0,-11,0,-10,0,-10,0,-10,0,-10,0,-11,-1,-10,0,-10,-1,-10,0,-10,0,-10,0,-10,0,-9,-1,-10,-1,-10,-1,-10,0,0,-1,-10,0,-10,-1,-10,-1,-10,-1,-10,-1,-10,0,-10,-1,-10,-1,-10,-1,-9,-1,-10,0,-9,-1,-9,-1,-10,-1,-9,-1,-9,-1,-9,-1,-9,0,-9,0,-8,0,-9,0,-9,0,-9,-1,-9,0,-8,0,-8,0,0]"
CSI_DATA: 6,4,2,2,1,1,1,0,-20,-31,228.272,233.310,62.339,464.481,234.324,70.362,"[0,-5,0,-6,0,-6,0,-6,0,-6,-1,-6,-1,-7,-1,-6,-1,-6,-1,-6,-2,-7,-2,-7,-2,-7,-2,-7,-2,-7,-3,-7,-3,-7,-3,-7,-4,-7,-3,-7,-3,-8,-4,-7,-3,-8,-5,-8,-5,-8,-5,-8,0,0,-5,-8,-6,-8,-6,-8,-6,-8,-6,-9,-7,-9,-7,-9,-6,-9,-7,-9,-7,-9,-8,-9,-7,-9,-8,-10,-8,-10,-8,-10,-8,-10,-8,-11,-8,-11,-8,-11,-7,-11,-7,-12,-7,-12,-7,-12,-7,-13,-6,-13,-5,-13,0,0,-9,-6,-9,-6,-10,-5,-11,-6,-11,-6,-11,-6,-11,-6,-12,-6,-12,-6,-12,-5,-14,-6,-14,-5,-15,-6,-15,-5,-15,-6,-16,-5,-16,-5,-16,-5,-17,-5,-17,-6,-17,-6,-18,-6,-17,-6,-18,-4,-19,-5,-20,-5,0,0,-19,-4,-19,-5,-20,-4,-19,-3,-19,-3,-20,-3,-20,-3,-19,-2,-20,-2,-20,0,-22,1,-21,1,-22,1,-24,2,-23,2,-25,3,-25,3,-27,3,-28,2,-28,1,-30,0,-29,-1,-31,-1,-32,0,-32,-3,-32,-4,0,0]"
CSI_DATA: 7,5,2,2,1,1,1,0,-35,-24,231.543,236.581,113.300,531.581,301.424,137.462,"[6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,5,-1,5,-1,5,-1,6,-1,6,-1,6,-1,6,-1,6,0,7,-1,7,0,7,0,7,0,8,0,8,1,8,0,8,1,9,-1,10,0,10,-1,0,0,11,-1,12,-1,13,-1,13,-2,15,-1,15,-1,16,-1,16,-1,17,-2,17,-2,19,-4,18,-2,19,-3,20,-3,20,-3,20,-3,21,-3,21,-3,21,-2,21,-2,22,-1,21,-1,22,-1,22,-3,20,-1,20,-1,0,0,4,3,4,3,4,2,4,3,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,1,4,1,4,1,4,1,5,1,4,1,4,1,4,0,4,0,5,1,5,0,4,0,5,0,5,0,5,0,0,0,5,-1,5,-1,6,-1,5,-1,6,-1,6,-1,6,-1,6,0,6,0,6,0,7,-1,6,0,6,0,6,0,6,0,7,0,6,0,6,0,6,1,6,1,6,1,6,1,6,2,6,1,6,2,5,2,0,0]"
CSI_DATA: 8,3,3,3,2,2,2,0,-24,-20,621.918,627.599,15.589,801.301,269.720,17.154,"[-11,-1,-11,0,-11,1,-12,1,-11,1,-11,2,-11,2,-10,3,-11,3,-10,3,-12,4,-11,5,-11,5,-11,5,-12,6,-12,7,-11,7,-11,7,-12,8,-12,8,-12,8,-13,9,-12,8,-12,10,-14,10,-13,11,0,0,-13,11,-14,11,-15,12,-14,11,-15,12,-16,13,-16,12,-16,12,-16,12,-15,12,-16,13,-16,11,-17,12,-18,12,-17,11,-18,12,-18,11,-18,12,-18,11,-18,11,-18,10,-18,9,-18,9,-19,10,-19,8,-20,8,0,0,2,-17,1,-17,0,-17,2,-18,1,-17,2,-17,2,-17,2,-17,2,-17,1,-17,2,-18,1,-17,1,-17,1,-17,2,-16,1,-18,1,-16,1,-16,1,-16,2,-17,3,-16,2,-16,2,-16,0,-16,1,-17,1,-17,0,0,1,-16,1,-17,1,-17,1,-17,1,-16,2,-16,2,-16,2,-15,2,-16,1,-16,1,-16,2,-15,2,-15,2,-15,2,-15,2,-15,2,-15,2,-15,2,-14,2,-14,3,-14,3,-13,3,-14,2,-14,3,-14,3,-13,0,0]"
CSI_DATA: 9,4,3,3,2,2,2,0,-20,-31,617.602,623.284,62.202,855.574,323.993,71.427,"[-10,-2,-10,-1,-10,0,-11,-1,-11,0,-12,0,-12,1,-11,1,-12,1,-11,2,-13,2,-12,3,-13,3,-13,3,-13,3,-13,4,-13,4,-12,4,-13,6,-14,6,-14,6,-13,7,-13,6,-13,8,-15,8,-14,9,0,0,-14,9,-15,10,-15,11,-14,10,-15,11,-16,12,-16,12,-15,12,-16,12,-16,12,-17,14,-17,13,-17,13,-18,14,-18,13,-19,14,-19,14,-20,14,-20,14,-20,13,-21,12,-21,12,-22,11,-23,12,-23,9,-24,9,0,0,-4,7,-3,8,-3,9,-4,9,-4,10,-4,10,-4,10,-4,10,-4,11,-3,11,-3,12,-3,13,-3,13,-3,13,-3,13,-2,14,-2,14,-3,14,-2,14,-3,15,-3,15,-3,15,-3,15,-1,15,-2,17,-1,17,0,0,-1,16,-1,17,0,17,0,17,0,17,0,17,1,17,1,17,2,17,3,17,4,18,4,17,4,18,5,19,5,20,6,21,7,21,6,22,6,23,5,23,4,25,4,25,4,26,5,27,2,28,1,28,0,0]"
CSI_DATA: 10,5,3,3,2,2,2,0,-34,-25,620.872,626.554,113.57,918.507,386.926,134.360,"[5,-4,5,-4,5,-4,5,-5,4,-4,5,-4,5,-4,4,-3,5,-3,4,-4,5,-4,5,-4,5,-4,5,-4,6,-3,6,-4,6,-4,6,-3,6,-4,7,-4,7,-4,7,-4,7,-4,8,-5,9,-5,9,-6,0,0,9,-7,10,-7,10,-8,10,-8,12,-9,12,-9,13,-10,13,-10,13,-11,13,-11,14,-13,14,-12,15,-12,15,-13,15,-13,16,-15,16,-14,16,-15,16,-14,16,-14,17,-14,17,-14,17,-14,17,-14,16,-13,17,-13,0,0,-12,7,-12,7,-11,8,-12,7,-11,8,-11,8,-11,8,-10,7,-10,8,-9,8,-10,9,-9,9,-9,9,-8,9,-8,9,-8,10,-8,10,-7,10,-6,10,-7,11,-7,11,-6,11,-7,11,-5,12,-6,13,-5,13,0,0,-5,13,-5,14,-5,14,-5,14,-5,14,-6,15,-6,15,-6,14,-6,15,-6,15,-6,16,-7,15,-6,15,-7,15,-7,16,-7,16,-7,16,-8,15,-8,15,-9,14,-10,14,-10,13,-11,13,-10,13,-11,12,-11,11,0,0]"
