CSI_DATA: gC, idS, sC, sC_M, bc1, bc2, bcM1, retry, RSSI1, RSSI2, tCSI1_S, tCSI2_S, tdma_S, t_M(ms), dt_rxM, tin_cycle, [data]
CSI_DATA: 1,3,1,1,0,0,0,0,-19,-21,132054.904,4294809.952,0.117,17.771,17.771,17.771,"[-5,-14,-6,-14,-6,-13,-6,-15,-6,-14,-6,-14,-7,-13,-7,-13,-7,-13,-7,-12,-8,-13,-8,-13,-9,-13,-9,-12,-9,-12,-11,-12,-10,-11,-10,-11,-11,-11,-11,-12,-11,-12,-12,-11,-11,-12,-13,-11,-13,-12,-14,-11,0,0,-14,-11,-15,-12,-16,-11,-15,-11,-15,-12,-16,-12,-16,-12,-16,-12,-16,-12,-16,-13,-17,-13,-16,-13,-16,-13,-17,-14,-17,-14,-18,-14,-18,-14,-17,-15,-17,-15,-16,-15,-16,-16,-16,-16,-16,-17,-16,-17,-14,-18,-14,-18,0,0,-13,-11,-13,-10,-14,-10,-14,-11,-14,-11,-14,-11,-14,-10,-13,-10,-14,-10,-14,-9,-15,-10,-15,-10,-14,-10,-14,-9,-14,-10,-15,-10,-14,-9,-14,-10,-14,-9,-14,-9,-14,-10,-14,-9,-14,-10,-15,-8,-15,-9,-15,-9,0,0,-15,-8,-15,-9,-15,-9,-15,-8,-15,-9,-15,-9,-14,-9,-14,-8,-15,-8,-15,-8,-15,-8,-14,-8,-14,-8,-15,-8,-14,-8,-15,-8,-15,-8,-15,-8,-15,-9,-14,-9,-14,-9,-14,-9,-14,-9,-14,-8,-14,-10,-13,-10,0,0]"
CSI_DATA: 2,4,1,1,0,0,0,0,-22,-25,132055.103,4294809.851,47.842,95.208,95.208,95.208,"[-4,10,-3,10,-2,10,-3,12,-2,11,-2,11,-2,11,-1,11,-1,11,-1,11,-1,12,0,12,0,12,0,12,0,12,1,13,2,12,2,12,2,12,2,12,2,12,3,12,2,12,4,12,4,13,5,12,0,0,5,12,5,12,6,13,7,12,6,13,7,13,7,13,7,13,8,14,8,14,9,14,8,14,8,15,9,15,9,15,9,17,9,17,9,17,8,17,8,18,7,19,7,18,6,19,6,19,4,20,4,19,0,0,14,-2,14,-3,14,-4,15,-3,14,-3,14,-3,14,-3,14,-3,14,-3,14,-4,15,-4,15,-4,14,-5,14,-5,14,-4,15,-5,14,-5,14,-4,14,-5,14,-5,14,-4,14,-5,14,-4,13,-7,14,-6,14,-6,0,0,14,-6,14,-6,14,-7,14,-7,14,-6,14,-6,14,-7,14,-7,14,-7,14,-7,15,-8,14,-7,14,-7,14,-7,15,-6,15,-6,15,-6,15,-5,15,-5,15,-4,15,-3,14,-3,14,-3,14,-3,13,-1,13,-1,0,0]"
CSI_DATA: 3,5,1,1,0,0,0,0,-30,-25,132056.876,4294811.787,99.743,155.197,155.197,155.197,"[9,8,10,8,11,7,11,8,10,8,11,8,10,7,10,7,10,7,10,6,11,7,11,6,11,5,11,5,11,5,11,4,11,3,11,3,11,2,11,2,12,2,12,2,11,1,12,0,13,1,13,-1,0,0,13,-1,14,-1,15,-2,14,-2,16,-2,16,-2,16,-2,16,-2,16,-2,16,-2,18,-3,17,-1,17,-1,18,-1,17,-1,18,-1,18,0,18,0,18,1,17,1,17,2,16,3,16,4,16,4,15,5,15,5,0,0,7,11,7,10,8,9,8,10,8,9,8,9,8,9,8,8,8,9,9,7,10,7,10,7,10,6,10,6,10,6,11,6,10,5,10,5,11,4,11,5,12,5,12,4,12,4,13,2,14,3,14,3,0,0,14,2,15,3,15,2,15,2,16,2,16,3,16,3,16,3,17,3,17,3,18,2,17,2,17,3,17,4,18,4,19,4,18,4,18,5,18,6,17,7,18,7,17,7,17,7,17,7,16,9,16,9,0,0]"
CSI_DATA: 4,6,1,1,0,0,0,0,-34,-23,132053.801,4294805.142,147.777,210.804,210.804,210.804,"[8,-17,7,-17,5,-17,7,-17,7,-16,6,-16,6,-16,5,-14,5,-14,4,-14,5,-15,4,-14,3,-14,3,-13,3,-13,2,-14,1,-13,1,-13,0,-13,1,-13,1,-13,0,-12,1,-12,-1,-13,0,-13,-1,-13,0,0,-1,-12,-1,-12,-1,-13,-1,-12,0,-12,-1,-13,0,-12,0,-12,0,-12,1,-11,1,-12,2,-11,2,-11,2,-11,2,-10,3,-10,3,-10,4,-9,4,-8,4,-7,5,-7,5,-6,6,-5,5,-5,6,-3,6,-3,0,0,-14,4,-14,4,-13,4,-14,4,-13,4,-13,5,-13,4,-12,5,-12,5,-11,5,-12,6,-11,6,-11,6,-11,6,-11,5,-11,6,-10,6,-10,6,-10,7,-10,7,-10,7,-10,7,-10,7,-9,7,-10,8,-9,8,0,0,-9,8,-9,9,-9,9,-8,9,-9,9,-9,10,-9,10,-8,10,-9,10,-8,11,-8,12,-8,11,-8,11,-9,12,-9,13,-10,13,-10,13,-11,14,-12,13,-12,13,-13,13,-13,12,-14,13,-15,13,-16,12,-17,11,0,0]"
CSI_DATA: 5,7,1,1,0,0,0,0,-27,-23,132052.424,4294806.917,198.352,274.711,274.711,274.711,"[3,17,4,17,5,16,4,18,4,17,4,17,4,17,3,16,3,17,4,16,5,18,4,17,5,18,5,17,4,17,6,17,6,16,5,17,6,17,5,17,4,18,6,17,4,17,6,17,5,19,6,18,0,0,5,18,5,18,5,18,5,17,4,17,4,17,3,17,3,16,3,16,2,15,3,16,2,15,1,14,2,14,2,13,2,13,2,13,2,12,1,11,1,10,1,10,2,9,1,9,2,9,2,9,2,8,0,0,-11,-10,-11,-10,-11,-9,-12,-10,-11,-9,-11,-10,-11,-9,-10,-9,-11,-9,-11,-8,-12,-9,-12,-9,-12,-9,-11,-9,-11,-9,-12,-9,-11,-9,-11,-9,-11,-9,-11,-9,-11,-10,-11,-9,-10,-10,-12,-8,-11,-10,-12,-10,0,0,-11,-9,-11,-10,-11,-10,-10,-9,-10,-10,-10,-10,-10,-10,-9,-10,-10,-9,-9,-9,-10,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-8,-9,-8,-9,-9,-8,-8,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-8,-9,0,0]"
CSI_DATA: 6,3,2,2,1,1,1,0,-20,-22,236.402,239.746,13.362,408.771,134.60,14.892,"[11,4,12,4,12,3,12,4,12,3,12,3,12,3,12,2,12,2,12,1,13,1,13,0,13,0,13,0,13,0,14,-1,13,-1,13,-1,14,-2,14,-2,14,-1,14,-2,14,-2,14,-4,16,-3,15,-4,0,0,15,-4,16,-5,16,-5,16,-5,17,-6,17,-5,17,-6,17,-5,17,-6,17,-5,18,-7,18,-5,18,-6,19,-6,18,-5,19,-6,20,-6,20,-5,20,-5,20,-4,20,-3,20,-3,20,-2,21,-3,20,-1,20,-1,0,0,2,17,2,17,3,17,2,18,2,17,2,17,1,17,1,17,1,17,2,16,2,18,2,17,2,17,2,17,0,17,2,17,2,16,1,16,2,16,1,16,0,17,1,17,0,16,2,16,1,17,1,17,0,0,1,16,1,16,2,16,1,15,1,15,0,16,0,15,0,15,1,15,1,14,2,15,1,14,1,13,1,13,2,14,2,14,2,14,2,14,2,14,2,14,2,14,2,13,2,14,3,14,2,15,2,15,0,0]"
CSI_DATA: 7,4,2,2,1,1,1,0,-22,-25,236.320,239.664,61.150,456.462,181.751,62.583,"[2,7,3,7,4,7,4,8,4,8,5,8,5,8,5,7,6,8,6,7,7,8,8,8,8,8,8,8,8,9,10,8,10,7,10,8,10,7,11,8,11,8,11,8,11,8,12,7,13,8,13,7,0,0,13,7,14,7,15,6,15,6,15,7,16,7,16,7,16,6,17,6,17,6,19,6,17,6,18,6,18,6,19,6,20,7,20,7,21,8,20,8,20,9,20,10,19,10,20,11,21,11,19,13,18,13,0,0,9,-11,9,-12,8,-13,10,-13,9,-12,9,-12,9,-13,9,-12,9,-12,8,-12,9,-14,8,-14,8,-14,7,-13,8,-13,7,-15,6,-14,7,-13,6,-14,7,-14,7,-14,6,-14,7,-14,5,-14,6,-15,5,-15,0,0,4,-15,5,-16,4,-16,4,-16,4,-16,4,-16,4,-17,4,-16,4,-17,4,-17,4,-18,5,-17,5,-17,5,-17,5,-18,5,-18,5,-18,6,-17,7,-18,7,-17,8,-17,8,-16,9,-16,8,-16,9,-15,9,-14,0,0]"
CSI_DATA: 8,5,2,2,1,1,1,0,-29,-25,238.236,241.580,113.63,512.814,238.103,118.935,"[-8,-4,-9,-3,-9,-2,-10,-3,-10,-2,-10,-2,-10,-2,-10,-2,-11,-2,-11,-1,-12,-1,-12,0,-13,0,-12,0,-13,0,-12,1,-12,1,-12,1,-13,2,-13,1,-14,1,-13,2,-12,2,-13,4,-14,4,-14,5,0,0,-14,5,-14,6,-15,6,-14,6,-15,7,-15,7,-16,7,-16,8,-16,8,-16,8,-17,10,-17,8,-18,8,-18,8,-18,8,-19,8,-20,9,-20,8,-20,7,-20,6,-21,5,-21,4,-21,4,-21,5,-20,3,-20,2,0,0,-8,10,-8,10,-7,10,-8,10,-7,10,-7,10,-6,10,-5,9,-6,10,-5,9,-5,10,-4,10,-4,10,-3,10,-4,10,-2,11,-2,10,-2,10,-1,11,-2,11,-1,12,-1,11,-1,11,1,12,0,12,1,13,0,0,1,13,2,13,2,14,2,14,2,14,1,15,1,15,2,14,2,15,2,15,2,16,1,15,1,15,1,16,1,16,1,17,0,16,0,17,0,17,-1,16,-2,17,-2,15,-3,16,-2,16,-4,16,-4,16,0,0]"
CSI_DATA: 9,6,2,2,1,1,1,0,-20,-23,231.712,235.56,160.966,574.885,300.174,181.06,"[-19,-3,-19,-3,-18,-2,-19,-4,-18,-4,-18,-4,-18,-4,-17,-4,-17,-4,-16,-4,-18,-5,-17,-4,-17,-4,-16,-4,-16,-4,-17,-3,-15,-3,-15,-4,-16,-3,-16,-3,-16,-4,-16,-3,-15,-4,-15,-3,-16,-3,-16,-3,0,0,-15,-3,-15,-3,-16,-3,-15,-2,-15,-3,-16,-3,-15,-3,-15,-3,-15,-2,-14,-2,-16,-2,-14,-3,-15,-3,-15,-2,-15,-2,-15,-2,-15,-2,-15,-2,-15,-3,-15,-2,-15,-3,-15,-3,-15,-4,-16,-3,-15,-4,-15,-4,0,0,7,-14,6,-14,5,-14,6,-14,6,-14,6,-14,5,-13,5,-13,5,-13,4,-13,4,-13,4,-13,4,-13,3,-13,4,-13,3,-14,2,-13,2,-13,2,-12,3,-13,3,-12,2,-12,2,-12,1,-12,2,-13,1,-13,0,0,1,-13,1,-13,-1,-13,0,-13,-1,-13,-1,-13,-1,-13,-1,-13,-1,-13,-1,-13,-2,-14,-2,-13,-2,-14,-2,-14,-2,-15,-2,-15,-3,-16,-2,-16,-2,-16,-1,-17,0,-17,0,-17,0,-18,0,-18,3,-18,3,-18,0,0]"
CSI_DATA: 10,7,2,2,1,1,1,0,-27,-23,233.495,236.840,211.552,643.955,369.244,250.76,"[15,-8,15,-9,14,-9,17,-9,15,-8,16,-8,15,-8,15,-7,14,-6,14,-7,16,-7,15,-7,15,-7,14,-6,15,-5,14,-7,13,-6,13,-5,14,-6,13,-6,13,-5,12,-5,12,-4,12,-6,13,-5,13,-6,0,0,12,-5,12,-5,11,-5,11,-5,11,-5,11,-5,11,-5,10,-4,9,-4,9,-4,10,-5,8,-4,8,-4,8,-5,7,-4,7,-5,7,-5,7,-5,7,-5,6,-5,6,-6,6,-6,6,-6,7,-7,7,-6,8,-7,0,0,13,8,13,7,13,6,14,7,13,7,13,7,13,7,12,7,12,7,12,6,14,7,13,6,13,7,13,7,12,8,14,7,13,6,13,7,13,6,13,7,13,8,13,7,12,8,13,6,13,7,13,7,0,0,13,7,13,7,13,7,12,7,12,8,12,8,12,8,11,8,11,8,11,7,12,7,11,7,11,7,11,7,11,7,11,7,11,7,10,7,10,7,10,7,10,8,10,7,10,8,10,8,10,8,10,8,0,0]"
CSI_DATA: 11,3,3,3,2,2,2,0,-20,-22,626.416,629.652,13.174,798.604,154.649,14.701,"[-1,-7,-1,-7,-2,-7,-2,-8,-2,-7,-2,-7,-2,-7,-2,-6,-3,-6,-3,-6,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-5,-7,-5,-7,-4,-6,-5,-7,-5,-7,-5,-7,-5,-7,-5,-7,-6,-7,-6,-7,-7,-7,0,0,-7,-7,-7,-7,-7,-8,-7,-7,-7,-8,-7,-8,-7,-8,-7,-8,-7,-8,-7,-8,-8,-8,-7,-8,-7,-9,-8,-9,-7,-8,-8,-9,-8,-9,-8,-9,-7,-9,-6,-9,-6,-10,-6,-10,-6,-10,-7,-10,-6,-10,-5,-10,0,0,15,6,15,6,15,4,16,6,15,6,15,6,15,5,15,5,15,6,14,5,16,6,16,5,16,6,16,6,15,6,16,5,16,5,15,6,16,5,16,6,16,6,16,6,15,6,16,5,17,6,17,6,0,0,16,6,16,6,16,6,16,6,16,6,16,6,15,6,15,6,15,6,15,6,15,6,14,6,15,6,15,6,14,6,16,6,15,6,15,6,15,6,14,6,15,6,14,6,14,6,15,6,14,8,15,8,0,0]"
CSI_DATA: 12,4,3,3,1,2,2,0,-22,-25,236.320,629.572,61.47,846.769,202.814,62.866,"[2,7,3,7,4,7,4,8,4,8,5,8,5,8,5,7,6,8,6,7,7,8,8,8,8,8,8,8,8,9,10,8,10,7,10,8,10,7,11,8,11,8,11,8,11,8,12,7,13,8,13,7,0,0,13,7,14,7,15,6,15,6,15,7,16,7,16,7,16,6,17,6,17,6,19,6,17,6,18,6,18,6,19,6,20,7,20,7,21,8,20,8,20,9,20,10,19,10,20,11,21,11,19,13,18,13,0,0,-15,1,-15,2,-14,3,-16,2,-15,2,-16,2,-15,2,-15,2,-15,3,-14,3,-16,3,-15,4,-15,4,-15,4,-15,3,-15,4,-15,4,-14,4,-14,5,-14,4,-15,4,-14,5,-14,3,-13,5,-14,5,-14,6,0,0,-13,6,-13,6,-13,7,-12,7,-13,7,-13,8,-14,8,-13,8,-14,8,-13,9,-14,9,-14,8,-14,9,-15,9,-15,9,-16,9,-15,9,-16,9,-16,8,-16,7,-17,7,-16,6,-17,6,-17,6,-18,4,-18,4,0,0]"
CSI_DATA: 13,5,3,3,1,2,2,0,-29,-25,238.236,631.487,112.956,904.589,260.634,120.686,"[-8,-4,-9,-3,-9,-2,-10,-3,-10,-2,-10,-2,-10,-2,-10,-2,-11,-2,-11,-1,-12,-1,-12,0,-13,0,-12,0,-13,0,-12,1,-12,1,-12,1,-13,2,-13,1,-14,1,-13,2,-12,2,-13,4,-14,4,-14,5,0,0,-14,5,-14,6,-15,6,-14,6,-15,7,-15,7,-16,7,-16,8,-16,8,-16,8,-17,10,-17,8,-18,8,-18,8,-18,8,-19,8,-20,9,-20,8,-20,7,-20,6,-21,5,-21,4,-21,4,-21,5,-20,3,-20,2,0,0,-14,-2,-14,-1,-13,0,-14,-1,-13,0,-13,0,-13,0,-12,1,-12,1,-12,2,-13,2,-12,3,-12,3,-12,3,-12,3,-11,4,-11,5,-11,5,-11,5,-11,6,-11,6,-11,7,-11,6,-10,8,-11,8,-11,9,0,0,-11,10,-11,10,-11,10,-11,11,-12,11,-12,11,-12,11,-12,11,-12,12,-13,12,-13,13,-13,11,-14,11,-14,12,-15,11,-15,12,-15,12,-15,12,-16,11,-16,10,-17,10,-17,9,-17,8,-17,9,-18,7,-18,6,0,0]"
CSI_DATA: 14,6,3,3,2,2,2,0,-21,-23,621.727,624.963,160.875,970.838,326.883,186.935,"[-17,7,-17,8,-16,8,-18,8,-17,7,-17,7,-16,6,-16,6,-16,6,-14,6,-16,6,-15,6,-15,6,-15,6,-15,5,-14,6,-14,6,-14,5,-14,6,-14,6,-14,5,-14,6,-13,5,-13,7,-14,6,-14,7,0,0,-13,6,-13,6,-14,7,-12,6,-13,6,-13,6,-13,6,-13,6,-13,6,-12,6,-13,7,-12,6,-13,6,-13,6,-12,6,-13,6,-13,6,-13,6,-13,6,-13,5,-13,5,-13,5,-13,5,-13,6,-14,5,-14,5,0,0,-15,0,-15,0,-14,1,-16,0,-15,1,-15,1,-14,1,-14,1,-14,1,-13,1,-15,1,-14,1,-14,1,-14,1,-14,1,-14,2,-13,2,-13,2,-13,2,-12,2,-13,2,-12,3,-12,2,-12,3,-12,3,-12,4,0,0,-12,4,-12,4,-12,5,-11,5,-12,5,-12,5,-12,5,-12,5,-12,6,-12,6,-13,7,-12,5,-12,6,-13,7,-13,7,-14,8,-14,7,-14,7,-14,7,-15,6,-15,6,-15,5,-15,5,-16,5,-17,4,-17,4,0,0]"
CSI_DATA: 15,7,3,3,1,2,2,0,-27,-24,233.495,626.748,211.456,1034.213,390.258,250.310,"[15,-8,15,-9,14,-9,17,-9,15,-8,16,-8,15,-8,15,-7,14,-6,14,-7,16,-7,15,-7,15,-7,14,-6,15,-5,14,-7,13,-6,13,-5,14,-6,13,-6,13,-5,12,-5,12,-4,12,-6,13,-5,13,-6,0,0,12,-5,12,-5,11,-5,11,-5,11,-5,11,-5,11,-5,10,-4,9,-4,9,-4,10,-5,8,-4,8,-4,8,-5,7,-4,7,-5,7,-5,7,-5,7,-5,6,-5,6,-6,6,-6,6,-6,7,-7,7,-6,8,-7,0,0,-13,9,-13,10,-12,10,-13,10,-12,9,-13,9,-12,9,-12,8,-12,9,-11,9,-12,9,-12,9,-12,9,-12,9,-12,9,-12,10,-11,9,-12,8,-11,9,-12,9,-12,8,-12,9,-12,8,-11,9,-12,9,-12,9,0,0,-12,9,-12,8,-12,8,-11,8,-12,7,-12,7,-12,7,-11,6,-12,6,-11,6,-11,7,-11,6,-10,5,-10,6,-10,6,-10,6,-9,6,-9,6,-9,6,-9,6,-9,6,-8,6,-9,6,-8,7,-10,7,-10,7,0,0]"
CSI_DATA: 16,3,4,4,3,3,3,0,-20,-23,1016.682,1019.721,12.618,1188.756,154.543,14.880,"[-3,10,-2,11,-1,10,-2,12,-1,11,-1,11,-1,11,0,11,0,11,1,10,1,12,2,12,2,12,2,12,2,13,3,13,3,12,3,12,4,13,4,14,3,14,4,14,3,13,6,14,5,15,6,15,0,0,6,15,6,15,7,16,7,15,7,16,7,17,7,17,7,16,7,17,7,16,8,18,7,17,7,18,7,18,7,18,7,19,8,19,7,20,6,19,6,19,5,20,5,19,5,19,6,21,3,20,3,21,0,0,-3,-15,-4,-15,-5,-15,-4,-17,-4,-15,-4,-16,-4,-15,-3,-15,-3,-16,-4,-15,-4,-17,-4,-16,-4,-16,-4,-16,-3,-16,-4,-16,-4,-16,-4,-15,-4,-16,-3,-16,-2,-16,-3,-16,-2,-16,-4,-15,-3,-16,-3,-16,0,0,-3,-15,-3,-15,-4,-16,-3,-15,-3,-15,-3,-15,-3,-15,-3,-14,-3,-14,-3,-14,-4,-15,-3,-14,-3,-14,-4,-14,-4,-14,-4,-15,-4,-14,-4,-15,-4,-15,-4,-15,-4,-16,-3,-15,-3,-15,-4,-16,-3,-17,-3,-17,0,0]"
CSI_DATA: 17,4,4,4,2,3,3,0,-22,-25,1016.602,1019.641,60.420,1241.727,207.514,67.851,"[-5,-9,-5,-9,-6,-8,-6,-10,-6,-9,-7,-9,-7,-9,-7,-8,-7,-9,-8,-8,-9,-9,-9,-8,-9,-8,-10,-8,-10,-9,-10,-8,-10,-7,-10,-7,-11,-7,-11,-7,-11,-7,-12,-6,-11,-6,-13,-5,-13,-6,-14,-5,0,0,-14,-5,-14,-4,-16,-4,-15,-3,-16,-4,-17,-3,-17,-3,-17,-3,-18,-3,-17,-3,-19,-2,-19,-3,-20,-3,-21,-3,-20,-3,-22,-3,-22,-3,-23,-4,-23,-5,-22,-5,-22,-6,-22,-8,-22,-7,-24,-8,-22,-10,-22,-10,0,0,5,12,6,12,7,11,6,13,6,12,6,12,6,12,6,12,6,12,6,11,7,12,8,12,7,11,7,11,6,11,8,11,7,10,7,10,7,10,7,11,7,11,7,10,7,10,8,9,8,10,8,9,0,0,8,8,8,9,9,8,9,8,9,8,9,8,9,8,9,8,10,8,10,8,11,8,10,8,10,7,10,8,11,9,12,9,11,9,11,10,10,10,10,10,10,11,9,10,9,11,9,11,8,12,7,12,0,0]"
CSI_DATA: 18,5,4,4,2,3,3,0,-31,-26,1018.518,1021.557,112.329,1303.792,269.579,129.916,"[11,0,11,0,10,-1,10,-1,9,-2,9,-2,8,-2,7,-2,6,-3,6,-4,5,-5,5,-5,4,-6,3,-6,4,-6,2,-7,2,-7,2,-8,1,-8,1,-8,0,-9,0,-9,0,-10,-2,-10,-2,-11,-3,-11,0,0,-4,-12,-4,-12,-6,-13,-6,-13,-6,-14,-7,-15,-7,-15,-7,-16,-7,-17,-8,-16,-9,-18,-8,-18,-9,-19,-9,-20,-8,-20,-9,-22,-9,-22,-8,-23,-7,-23,-6,-23,-6,-24,-5,-24,-5,-24,-6,-25,-4,-25,-3,-25,0,0,-2,11,-1,11,0,10,-1,11,0,10,-1,10,-1,10,0,10,0,9,0,8,1,10,1,9,1,8,2,8,2,8,3,8,3,8,3,8,4,8,3,8,4,8,4,7,4,7,6,7,6,8,6,8,0,0,7,7,7,7,8,7,8,7,8,8,8,8,8,8,8,8,9,8,9,8,10,9,9,9,9,8,9,9,9,9,10,10,10,10,10,11,9,11,9,12,9,13,8,12,8,13,8,13,6,14,6,14,0,0]"
CSI_DATA: 19,6,4,4,3,3,3,0,-21,-23,1011.994,1015.33,160.335,1361.789,327.576,187.913,"[15,-13,15,-13,14,-13,16,-13,15,-12,15,-11,15,-10,14,-10,14,-10,13,-10,15,-11,14,-11,14,-11,14,-11,14,-10,14,-11,13,-10,13,-10,13,-11,14,-10,14,-9,13,-9,13,-9,13,-10,14,-10,13,-10,0,0,13,-9,13,-9,13,-10,12,-9,13,-9,13,-9,13,-8,12,-8,12,-8,11,-8,12,-9,11,-8,11,-8,11,-8,10,-7,11,-8,10,-8,10,-8,10,-8,10,-7,10,-8,10,-8,10,-8,10,-10,10,-9,11,-9,0,0,2,-13,1,-13,0,-12,1,-13,1,-12,1,-12,1,-12,1,-12,0,-12,0,-12,0,-13,-1,-12,-1,-12,-1,-12,-1,-11,-1,-12,-2,-11,-2,-11,-2,-11,-2,-11,-2,-11,-2,-10,-2,-11,-4,-10,-3,-11,-4,-11,0,0,-4,-10,-4,-10,-5,-11,-5,-10,-5,-11,-5,-11,-5,-11,-6,-11,-6,-11,-6,-11,-7,-12,-6,-12,-7,-12,-7,-12,-7,-13,-7,-13,-8,-13,-7,-13,-6,-14,-5,-14,-5,-15,-5,-15,-5,-15,-5,-15,-3,-16,-3,-16,0,0]"
CSI_DATA: 20,7,4,4,2,3,3,0,-28,-24,1013.779,1016.818,210.826,1431.65,396.852,257.189,"[-20,-3,-21,-2,-20,-2,-23,-3,-20,-3,-21,-4,-20,-4,-19,-4,-19,-4,-18,-3,-20,-4,-19,-3,-19,-4,-18,-4,-18,-5,-18,-4,-17,-3,-16,-4,-17,-3,-16,-4,-16,-5,-15,-4,-14,-4,-15,-3,-15,-4,-15,-3,0,0,-14,-3,-13,-3,-13,-4,-12,-3,-12,-4,-11,-4,-11,-4,-10,-3,-10,-3,-8,-3,-9,-2,-8,-2,-7,-1,-7,-1,-6,0,-6,0,-5,1,-5,2,-4,2,-4,3,-4,3,-5,4,-5,5,-5,6,-6,6,-7,7,0,0,-8,-13,-8,-13,-9,-12,-9,-14,-8,-13,-8,-13,-8,-13,-8,-12,-7,-12,-8,-11,-9,-13,-9,-12,-9,-12,-8,-12,-8,-12,-9,-12,-9,-12,-8,-11,-9,-11,-8,-12,-8,-13,-8,-12,-7,-12,-9,-11,-8,-13,-9,-12,0,0,-8,-12,-8,-12,-8,-12,-7,-12,-7,-12,-7,-12,-6,-12,-6,-12,-6,-11,-6,-11,-7,-11,-6,-11,-6,-10,-6,-10,-6,-10,-7,-10,-7,-9,-7,-10,-7,-10,-7,-9,-7,-10,-7,-10,-8,-10,-8,-10,-8,-11,-7,-11,0,0]"
CSI_DATA: 21,3,5,5,4,4,4,0,-20,-21,1406.390,1409.662,13.43,1579.388,148.323,15.511,"[0,-13,-1,-13,-1,-12,-1,-14,-1,-13,-2,-13,-2,-13,-2,-12,-2,-13,-3,-12,-3,-13,-4,-13,-4,-13,-4,-13,-4,-14,-5,-13,-5,-13,-5,-12,-6,-13,-6,-13,-5,-13,-6,-13,-5,-13,-8,-12,-8,-14,-8,-13,0,0,-8,-13,-9,-13,-10,-14,-9,-13,-9,-14,-9,-14,-10,-14,-9,-14,-10,-15,-10,-14,-12,-15,-10,-15,-11,-15,-11,-16,-10,-15,-11,-17,-11,-17,-11,-17,-10,-17,-9,-18,-9,-18,-8,-19,-8,-19,-9,-19,-7,-19,-7,-20,0,0,-17,5,-17,5,-16,6,-18,5,-17,5,-17,5,-17,4,-17,4,-17,4,-16,5,-17,5,-17,5,-17,5,-17,5,-17,4,-17,5,-17,5,-16,4,-17,5,-17,4,-17,3,-17,4,-16,3,-16,5,-17,4,-17,4,0,0,-16,4,-17,3,-17,4,-16,3,-16,3,-16,3,-16,2,-15,2,-15,2,-14,2,-15,3,-14,3,-14,3,-14,3,-13,2,-14,3,-13,3,-14,3,-14,3,-13,2,-14,3,-14,3,-14,3,-14,4,-14,3,-15,3,0,0]"
