CSI_DATA: gC, idS, sC, sC_M, bc1, bc2, bcM1, retry, RSSI1, RSSI2, tCSI1_S, tCSI2_S, tdma_S, t_M(ms), dt_rxM, tin_cycle, [data]
CSI_DATA: 1,3,1,1,0,0,0,0,-23,-29,4294807.142,4294809.384,0.120,19.993,19.993,19.993,"[-11,-7,-12,-7,-12,-6,-13,-8,-13,-7,-13,-7,-12,-7,-12,-7,-12,-7,-13,-6,-14,-7,-14,-6,-14,-6,-14,-6,-14,-7,-14,-6,-14,-5,-14,-5,-15,-5,-14,-5,-15,-6,-15,-5,-14,-6,-15,-4,-16,-5,-16,-4,0,0,-16,-3,-17,-4,-17,-3,-16,-3,-17,-3,-18,-3,-18,-3,-17,-3,-18,-3,-17,-3,-19,-3,-18,-3,-19,-3,-20,-2,-19,-3,-20,-3,-20,-3,-20,-3,-20,-4,-19,-4,-20,-5,-20,-5,-20,-5,-21,-5,-20,-7,-20,-7,0,0,1,-15,0,-16,-1,-16,1,-17,1,-16,1,-17,1,-16,1,-16,2,-16,1,-15,1,-18,0,-17,0,-17,0,-17,1,-17,-1,-18,-1,-17,-1,-16,-2,-17,-1,-17,0,-18,-1,-18,0,-17,-3,-18,-2,-19,-3,-20,0,0,-3,-19,-3,-19,-3,-20,-3,-19,-3,-20,-3,-20,-2,-20,-2,-20,-2,-20,-2,-20,-3,-21,-2,-20,-2,-20,-2,-20,-1,-20,-2,-21,-2,-20,-1,-20,0,-19,0,-18,1,-19,1,-18,1,-18,0,-18,2,-17,2,-16,0,0]"
CSI_DATA: 2,4,1,1,0,0,0,0,-23,-37,4294805.937,4294808.46,46.171,90.631,90.631,90.631,"[7,-14,6,-15,5,-14,7,-16,6,-14,6,-15,6,-15,5,-14,6,-14,5,-14,6,-15,5,-16,5,-15,5,-15,6,-15,4,-16,4,-15,4,-14,4,-15,4,-15,5,-15,4,-15,4,-14,3,-15,4,-16,3,-16,0,0,3,-16,3,-16,3,-16,2,-15,3,-16,3,-16,3,-16,3,-16,3,-16,3,-16,3,-17,3,-16,3,-16,3,-17,3,-16,3,-18,3,-17,3,-17,4,-17,4,-17,5,-17,5,-17,6,-16,6,-17,7,-16,8,-16,0,0,-3,-6,-3,-6,-4,-5,-5,-6,-4,-5,-5,-5,-6,-5,-6,-4,-7,-4,-7,-3,-8,-3,-9,-2,-9,-2,-9,-2,-10,-2,-11,-1,-11,0,-11,0,-12,1,-12,1,-13,0,-13,1,-13,1,-14,3,-15,2,-16,4,0,0,-15,4,-16,4,-17,4,-16,5,-17,4,-18,5,-18,4,-17,4,-18,5,-17,5,-19,6,-18,4,-19,4,-19,4,-19,4,-20,5,-19,5,-20,5,-19,4,-18,4,-20,2,-19,2,-20,1,-20,1,-20,0,-20,-1,0,0]"
CSI_DATA: 3,5,1,1,0,0,0,0,-35,-23,4294811.660,4294813.768,94.05,154.347,154.347,154.347,"[13,4,12,4,12,3,13,4,11,4,11,4,11,4,11,3,10,3,10,3,11,3,11,2,11,2,11,2,11,3,11,2,11,2,10,2,11,2,11,3,10,3,11,2,10,2,11,1,11,2,11,1,0,0,11,1,11,1,11,1,11,1,11,2,11,1,11,1,11,2,11,1,11,1,12,1,11,2,11,2,11,2,11,1,11,1,11,2,11,2,11,2,11,2,11,2,11,3,11,3,11,3,11,3,12,3,0,0,-7,13,-7,14,-5,14,-7,15,-7,14,-6,14,-7,14,-6,13,-7,14,-6,14,-6,15,-5,15,-5,15,-4,15,-6,15,-4,17,-4,15,-4,15,-3,16,-5,16,-5,16,-4,16,-5,16,-2,17,-3,18,-2,18,0,0,-2,18,-2,18,-2,19,-2,18,-2,18,-3,19,-3,19,-3,18,-2,19,-1,19,0,20,-1,19,-1,19,-1,20,-2,20,-1,21,-1,21,-2,22,-2,22,-3,21,-4,22,-5,21,-5,22,-4,23,-6,22,-7,22,0,0]"
CSI_DATA: 4,6,1,1,0,0,0,0,-32,-17,4294813.744,4294815.955,145.949,213.578,213.578,213.578,"[-12,4,-12,4,-12,5,-14,4,-14,4,-14,4,-14,3,-14,3,-15,3,-14,3,-16,3,-16,4,-16,3,-16,3,-17,2,-16,4,-16,3,-16,3,-16,4,-17,3,-17,3,-17,4,-16,3,-17,5,-19,5,-19,5,0,0,-18,5,-19,5,-19,6,-18,5,-19,5,-20,5,-20,5,-19,5,-19,5,-19,5,-19,5,-19,4,-19,4,-19,4,-18,4,-19,4,-18,4,-18,5,-17,4,-16,4,-17,3,-16,3,-15,3,-15,4,-15,3,-15,4,0,0,-4,-9,-5,-9,-5,-9,-5,-10,-5,-10,-5,-10,-5,-10,-5,-10,-5,-10,-6,-9,-6,-10,-7,-10,-7,-10,-7,-9,-6,-10,-7,-10,-7,-9,-7,-9,-8,-9,-8,-9,-7,-10,-8,-9,-8,-9,-10,-8,-10,-9,-11,-9,0,0,-10,-8,-11,-9,-11,-9,-11,-8,-11,-9,-12,-10,-12,-10,-12,-9,-12,-10,-12,-9,-14,-10,-12,-10,-13,-10,-13,-10,-13,-11,-14,-11,-13,-11,-13,-11,-13,-12,-12,-12,-13,-13,-11,-13,-12,-13,-13,-13,-11,-14,-11,-15,0,0]"
CSI_DATA: 5,7,1,1,0,0,0,0,-30,-19,54424.917,4294740.491,191.277,282.663,282.663,282.663,"[-13,4,-13,4,-12,4,-14,4,-14,4,-14,4,-13,3,-12,3,-13,3,-13,4,-14,4,-13,3,-13,4,-13,4,-13,3,-12,4,-12,4,-12,4,-12,5,-13,4,-13,5,-13,5,-13,5,-12,6,-13,6,-13,7,0,0,-13,7,-14,6,-14,7,-13,7,-14,6,-15,7,-14,6,-14,6,-14,6,-14,6,-14,7,-14,5,-14,5,-13,5,-13,5,-14,6,-14,5,-13,5,-13,5,-12,4,-12,4,-12,3,-12,4,-12,4,-12,4,-11,3,0,0,-7,-19,-8,-19,-8,-18,-8,-21,-7,-19,-7,-20,-7,-19,-6,-19,-6,-19,-6,-18,-6,-20,-6,-18,-6,-18,-6,-17,-5,-16,-7,-16,-7,-14,-7,-14,-9,-14,-9,-15,-9,-15,-10,-14,-9,-15,-11,-14,-11,-16,-12,-15,0,0,-12,-15,-12,-16,-13,-16,-12,-15,-12,-16,-12,-16,-12,-16,-11,-16,-12,-16,-11,-16,-12,-17,-11,-16,-11,-16,-11,-16,-10,-16,-11,-17,-11,-16,-11,-17,-10,-16,-9,-16,-9,-17,-9,-16,-9,-16,-10,-16,-8,-17,-8,-17,0,0]"
CSI_DATA: 6,3,2,2,1,1,1,0,-22,-33,231.709,236.855,15.185,411.415,128.752,16.734,"[8,11,8,11,9,10,9,11,9,11,8,11,8,10,8,10,8,11,9,10,9,11,9,10,10,10,10,10,9,10,11,10,10,9,10,9,10,9,10,9,10,10,11,9,10,10,12,8,12,10,12,9,0,0,12,9,13,9,13,9,13,9,13,9,14,10,14,10,13,9,14,10,14,9,15,9,14,10,14,10,14,10,14,11,15,11,15,11,14,11,14,12,13,12,14,13,13,13,13,14,14,14,12,15,12,15,0,0,9,-5,9,-5,9,-5,11,-5,10,-5,10,-5,10,-5,10,-5,10,-5,10,-5,11,-5,11,-6,11,-6,11,-6,11,-5,12,-7,11,-7,11,-6,11,-7,12,-7,12,-7,12,-7,12,-7,11,-9,13,-8,13,-10,0,0,12,-10,13,-10,13,-10,13,-10,14,-10,14,-11,14,-10,13,-10,14,-11,13,-10,15,-12,14,-10,14,-10,15,-11,14,-10,15,-11,14,-10,15,-10,15,-10,14,-10,15,-9,14,-8,15,-8,15,-9,15,-7,15,-7,0,0]"
CSI_DATA: 7,4,2,2,1,1,1,0,-21,-36,230.383,235.529,61.311,462.926,180.263,68.245,"[5,13,5,13,6,12,6,13,6,12,6,12,6,12,6,12,6,12,7,11,7,13,7,12,7,12,7,12,7,12,8,12,8,11,8,11,8,11,8,11,8,11,9,11,8,11,9,10,10,12,10,11,0,0,11,11,10,11,11,11,11,11,11,11,11,11,12,11,11,11,12,11,12,11,12,11,11,12,11,12,12,12,11,12,12,13,12,13,11,13,11,13,10,13,10,14,10,14,10,15,9,15,8,16,8,16,0,0,-7,-8,-7,-8,-7,-7,-8,-8,-7,-7,-8,-6,-8,-5,-9,-5,-8,-4,-9,-4,-10,-3,-10,-2,-11,-2,-10,-1,-11,-1,-11,1,-11,1,-12,1,-12,2,-12,2,-13,2,-13,4,-14,3,-13,6,-15,6,-15,8,0,0,-15,8,-17,8,-17,10,-17,10,-17,10,-18,10,-18,10,-18,11,-18,12,-19,12,-20,14,-19,12,-19,13,-20,13,-21,13,-22,15,-23,15,-23,15,-23,14,-23,13,-25,13,-24,11,-26,12,-26,12,-28,10,-28,9,0,0]"
CSI_DATA: 8,5,2,2,1,1,1,0,-39,-23,236.101,241.247,109.158,525.782,243.119,131.101,"[-3,15,-3,14,-1,15,-3,15,-3,14,-3,13,-3,12,-2,12,-2,12,-1,12,-2,12,-1,12,-1,12,-1,12,-1,11,0,12,0,11,0,11,0,10,0,11,0,11,0,11,-1,10,1,10,0,10,1,10,0,0,1,9,0,9,0,9,0,8,0,9,0,9,-1,8,0,8,-1,8,-1,7,-1,7,-1,7,-2,6,-2,6,-2,5,-3,5,-3,4,-3,4,-4,2,-3,2,-3,1,-3,0,-3,-1,-3,-1,-2,-2,-2,-3,0,0,11,9,12,9,13,7,13,9,12,9,13,9,13,8,12,7,13,8,13,7,14,9,15,8,15,7,15,7,15,8,17,7,16,6,15,7,16,6,17,7,17,7,17,7,16,8,17,5,19,7,19,6,0,0,19,5,20,6,20,6,20,5,20,6,20,6,20,5,21,5,21,5,21,5,22,5,21,6,21,6,22,5,22,6,23,6,23,6,23,6,23,7,23,8,23,8,22,8,23,9,23,9,22,12,22,12,0,0]"
CSI_DATA: 9,6,2,2,1,1,1,0,-35,-18,238.293,243.439,160.994,581.312,298.649,186.631,"[-5,5,-6,5,-6,5,-8,5,-8,5,-8,5,-9,4,-9,4,-10,4,-10,4,-11,4,-11,4,-11,4,-11,4,-12,3,-12,4,-11,4,-11,4,-12,4,-13,4,-13,4,-13,5,-13,4,-13,6,-15,5,-14,6,0,0,-15,7,-16,7,-16,8,-15,8,-16,7,-17,8,-17,8,-17,8,-17,8,-17,8,-17,9,-17,8,-18,8,-17,9,-17,9,-18,9,-18,9,-17,9,-17,9,-16,9,-17,9,-17,8,-17,8,-17,9,-17,8,-16,9,0,0,2,13,3,13,4,13,3,14,3,14,3,14,4,14,4,13,4,14,4,13,4,15,5,15,5,15,5,14,5,14,7,14,6,13,6,13,7,13,7,14,7,14,8,14,8,14,10,13,10,15,11,14,0,0,11,14,11,15,12,15,12,15,12,15,12,16,13,16,13,16,13,16,14,16,14,17,13,17,13,17,13,17,13,18,14,19,14,18,14,19,13,19,12,19,12,21,11,19,11,21,11,21,9,22,9,22,0,0]"
CSI_DATA: 10,7,2,2,1,1,1,0,-26,-19,162.783,167.929,206.336,641.760,359.97,247.79,"[-14,4,-14,4,-13,5,-14,5,-13,5,-13,5,-13,5,-12,5,-12,5,-11,6,-13,6,-12,7,-12,7,-12,7,-13,6,-12,7,-11,7,-11,7,-11,7,-11,7,-11,7,-10,8,-10,7,-9,9,-9,9,-9,9,0,0,-8,10,-8,10,-8,11,-7,11,-7,12,-7,13,-7,13,-7,13,-7,14,-7,14,-7,16,-7,15,-7,16,-8,16,-8,16,-8,18,-9,19,-9,18,-9,18,-10,18,-12,19,-12,18,-13,19,-13,20,-15,18,-15,18,0,0,-7,-10,-7,-10,-8,-9,-8,-11,-7,-10,-7,-10,-7,-10,-7,-9,-7,-10,-6,-9,-7,-10,-7,-10,-6,-9,-6,-9,-6,-9,-7,-8,-7,-8,-7,-8,-7,-7,-7,-8,-8,-8,-8,-7,-7,-8,-9,-7,-9,-8,-9,-8,0,0,-9,-7,-9,-8,-10,-8,-9,-8,-9,-8,-10,-8,-9,-8,-9,-8,-9,-8,-9,-8,-9,-9,-8,-8,-8,-9,-9,-9,-8,-9,-9,-9,-9,-8,-9,-8,-8,-9,-8,-8,-8,-9,-7,-9,-7,-9,-8,-9,-7,-9,-7,-9,0,0]"
