CSI_DATA: gC, idS, sC, sC_M, bc1, bc2, bcM1, retry, RSSI1, RSSI2, tCSI1_S, tCSI2_S, tdma_S, t_M(ms), dt_rxM, tin_cycle, [data]
CSI_DATA: 1,3,1,1,0,0,0,0,-36,-24,4294811.104,4294811.990,0.121,17.770,17.770,17.770,"[-2,-24,-2,-25,-3,-23,-1,-26,0,-23,1,-23,1,-22,1,-21,2,-20,1,-19,1,-21,0,-20,1,-20,1,-19,2,-18,1,-18,1,-17,1,-16,0,-17,1,-16,2,-16,1,-15,2,-14,0,-15,0,-15,0,-14,0,0,0,-13,0,-13,-1,-13,-1,-11,-1,-11,-1,-11,-1,-10,-1,-9,-2,-9,-2,-8,-3,-8,-3,-8,-4,-8,-5,-7,-5,-7,-6,-7,-6,-6,-7,-6,-7,-6,-8,-7,-8,-7,-9,-7,-10,-7,-11,-7,-12,-8,-12,-9,0,0,7,15,8,15,8,14,8,16,7,15,7,15,7,15,7,15,6,15,7,14,7,15,7,15,7,15,6,14,5,14,7,15,7,14,6,13,7,13,6,13,6,14,6,13,6,13,7,12,7,14,8,13,0,0,8,12,7,13,8,13,8,12,7,13,8,13,7,13,7,12,8,13,8,12,8,13,7,12,7,12,7,13,7,13,7,13,7,12,7,13,6,13,6,13,6,13,5,13,5,13,5,13,4,13,4,13,0,0]"
CSI_DATA: 2,5,1,1,0,0,0,0,-23,-22,4294811.126,4294811.883,92.919,103.194,103.194,103.194,"[-14,1,-14,2,-14,3,-15,2,-15,2,-15,2,-15,2,-14,2,-15,3,-14,3,-15,4,-15,4,-15,4,-15,5,-15,4,-15,5,-14,5,-14,5,-14,6,-15,5,-15,5,-15,6,-14,5,-14,8,-15,8,-15,8,0,0,-15,8,-15,8,-16,9,-15,9,-16,9,-16,9,-16,9,-16,9,-16,9,-15,9,-16,11,-16,9,-17,9,-17,9,-17,9,-18,10,-18,9,-18,9,-19,8,-19,7,-19,7,-19,6,-19,6,-19,7,-19,5,-20,5,0,0,9,-10,9,-11,8,-11,9,-12,9,-11,9,-11,8,-11,8,-12,8,-12,7,-12,7,-13,7,-14,7,-14,6,-14,7,-14,6,-16,5,-16,6,-15,5,-16,6,-16,6,-17,6,-17,6,-16,4,-18,5,-19,4,-20,0,0,3,-20,4,-20,4,-21,3,-21,4,-21,3,-21,4,-22,3,-22,3,-23,3,-23,3,-24,3,-23,3,-23,4,-25,4,-24,4,-26,4,-26,4,-26,5,-26,6,-25,7,-27,8,-25,8,-26,8,-26,10,-26,11,-26,0,0]"
CSI_DATA: 3,6,1,1,0,0,0,0,-19,-17,4294814.135,4294814.983,146.242,156.540,156.540,156.540,"[9,-5,9,-6,9,-6,10,-7,9,-7,10,-7,9,-7,9,-7,9,-7,9,-8,10,-9,9,-9,9,-9,9,-10,9,-9,9,-10,8,-10,8,-10,8,-11,8,-11,9,-11,8,-12,9,-11,7,-13,9,-13,8,-14,0,0,8,-14,8,-15,9,-15,8,-14,9,-15,9,-15,9,-15,9,-15,9,-15,9,-15,9,-17,10,-15,10,-16,10,-16,10,-15,11,-16,10,-16,11,-16,12,-16,12,-14,12,-14,12,-14,12,-14,12,-15,14,-13,14,-13,0,0,6,-14,5,-14,4,-14,5,-15,5,-15,5,-15,4,-15,4,-15,4,-15,3,-15,5,-16,3,-16,3,-16,3,-15,3,-15,2,-17,1,-16,2,-16,0,-16,0,-16,0,-17,-1,-17,0,-17,-2,-17,-1,-19,-3,-19,0,0,-3,-18,-3,-20,-3,-20,-4,-20,-4,-20,-4,-21,-5,-20,-5,-21,-5,-22,-5,-22,-5,-23,-4,-22,-4,-23,-4,-23,-4,-24,-4,-24,-4,-24,-4,-24,-4,-25,-3,-24,-3,-25,-2,-24,-1,-25,0,-25,1,-26,2,-25,0,0]"
CSI_DATA: 4,7,1,1,0,0,0,0,-21,-21,4294728.878,4294729.734,199.573,223.106,223.106,223.106,"[10,-8,10,-9,9,-9,10,-10,9,-9,9,-9,9,-9,9,-9,9,-9,8,-9,9,-10,8,-10,8,-10,7,-10,8,-10,7,-11,6,-11,6,-10,5,-11,6,-11,6,-11,5,-11,5,-11,4,-12,5,-13,4,-14,0,0,3,-14,3,-14,3,-16,2,-15,3,-16,3,-16,3,-17,3,-16,3,-17,2,-17,2,-19,3,-18,2,-19,2,-20,3,-19,3,-21,2,-21,3,-22,4,-22,5,-22,6,-22,7,-22,7,-23,7,-24,10,-23,10,-24,0,0,-7,-15,-7,-16,-8,-15,-8,-17,-7,-16,-7,-16,-7,-16,-7,-15,-6,-15,-7,-14,-6,-15,-7,-14,-7,-13,-7,-12,-7,-12,-8,-12,-9,-12,-9,-12,-10,-11,-9,-12,-10,-13,-10,-12,-9,-13,-11,-12,-11,-14,-12,-13,0,0,-11,-13,-11,-14,-12,-14,-11,-14,-10,-14,-11,-14,-11,-14,-10,-14,-10,-14,-10,-14,-10,-15,-9,-14,-9,-14,-9,-14,-9,-14,-9,-14,-9,-14,-9,-14,-8,-13,-8,-13,-8,-14,-8,-13,-8,-13,-8,-13,-7,-14,-6,-14,0,0]"
CSI_DATA: 5,3,2,2,1,1,1,0,-28,-25,239.132,240.200,14.499,410.235,187.129,15.934,"[10,10,10,10,10,10,10,12,9,11,9,11,8,11,8,11,8,11,8,10,9,11,9,10,8,11,9,10,8,11,9,10,8,9,8,9,8,10,8,10,7,10,8,10,7,10,9,9,9,10,9,10,0,0,8,10,9,9,9,10,8,9,8,10,8,10,8,11,8,10,8,10,8,9,8,10,7,9,7,9,8,9,7,9,7,9,7,9,6,9,6,9,6,8,6,8,7,8,6,8,8,8,7,9,7,8,0,0,-9,13,-8,14,-8,14,-10,15,-9,14,-10,14,-10,14,-9,14,-10,14,-9,14,-10,16,-9,15,-10,15,-10,15,-11,14,-10,15,-9,15,-9,15,-9,16,-10,15,-11,15,-10,15,-10,15,-9,16,-10,17,-10,17,0,0,-9,16,-10,16,-10,17,-9,16,-10,16,-10,16,-10,16,-10,15,-10,16,-10,15,-9,16,-9,15,-9,15,-9,15,-9,15,-9,16,-9,16,-9,16,-10,16,-9,16,-10,16,-10,16,-10,16,-10,17,-12,16,-12,15,0,0]"
CSI_DATA: 6,4,1,1,1,1,1,0,-27,-23,236.136,237.203,61.54,458.866,235.760,64.565,"[-6,-12,-6,-12,-7,-11,-7,-12,-7,-12,-6,-11,-6,-11,-6,-11,-6,-11,-7,-10,-7,-11,-7,-10,-7,-10,-7,-9,-7,-9,-8,-9,-7,-8,-7,-8,-8,-8,-8,-8,-8,-8,-8,-7,-7,-7,-9,-6,-9,-7,-9,-6,0,0,-9,-6,-10,-6,-11,-6,-10,-6,-11,-6,-11,-6,-11,-6,-11,-6,-11,-6,-11,-6,-12,-6,-12,-6,-13,-6,-13,-7,-12,-7,-13,-7,-14,-8,-13,-8,-12,-8,-12,-9,-12,-10,-12,-11,-12,-11,-12,-11,-10,-11,-10,-12,0,0,13,-4,13,-5,13,-5,14,-5,13,-5,13,-5,13,-6,13,-6,13,-6,12,-6,14,-7,13,-7,13,-8,13,-8,13,-7,14,-9,13,-9,13,-8,12,-9,13,-9,13,-8,13,-9,13,-8,12,-11,14,-10,13,-11,0,0,13,-11,13,-12,13,-13,13,-13,13,-12,14,-12,14,-13,14,-13,14,-13,14,-13,14,-14,14,-13,14,-13,15,-13,15,-13,16,-14,16,-14,16,-13,17,-13,17,-12,18,-12,17,-11,18,-11,18,-11,19,-9,19,-9,0,0]"
CSI_DATA: 7,5,2,2,1,1,1,0,-27,-22,239.36,240.104,107.360,528.49,304.943,133.748,"[12,-17,12,-17,11,-18,13,-19,12,-18,13,-17,12,-17,12,-16,12,-16,12,-17,13,-18,12,-17,12,-18,11,-17,12,-17,11,-18,10,-17,10,-17,10,-18,10,-17,11,-17,10,-17,10,-16,8,-18,10,-19,9,-19,0,0,8,-18,8,-19,7,-20,7,-19,8,-19,7,-19,8,-19,7,-19,7,-19,7,-19,7,-21,7,-19,7,-20,8,-20,7,-20,7,-21,8,-21,8,-20,8,-20,9,-19,10,-19,10,-18,10,-18,10,-19,11,-17,11,-17,0,0,-5,15,-4,15,-3,15,-4,16,-4,16,-4,16,-3,16,-4,15,-3,16,-3,15,-3,17,-1,17,-1,17,0,17,-1,17,1,19,1,17,0,18,2,18,0,19,0,19,1,19,0,19,3,19,2,21,3,21,0,0,3,20,3,21,4,21,5,21,4,21,4,22,4,22,4,22,5,22,5,22,6,23,5,22,5,22,5,23,5,24,6,24,6,24,6,25,5,25,5,25,4,26,3,25,2,26,3,27,0,27,0,27,0,0]"
CSI_DATA: 8,6,2,2,1,1,1,0,-20,-19,242.145,243.213,160.575,590.679,367.573,196.378,"[-13,-5,-13,-4,-13,-4,-14,-5,-14,-4,-14,-4,-14,-4,-13,-4,-14,-4,-13,-3,-15,-3,-15,-2,-15,-2,-15,-2,-15,-3,-15,-1,-14,-1,-15,-1,-15,-1,-15,-1,-16,-2,-16,-1,-15,-1,-16,0,-17,0,-17,1,0,0,-17,0,-18,1,-18,1,-17,1,-18,0,-19,0,-19,0,-18,0,-19,0,-18,0,-20,1,-19,0,-19,-1,-20,0,-19,-1,-20,0,-20,-1,-20,-1,-20,-2,-20,-2,-20,-3,-19,-4,-20,-4,-20,-3,-19,-5,-20,-5,0,0,1,-15,0,-15,-1,-15,0,-16,-1,-16,0,-16,-1,-16,-1,-15,-1,-16,-1,-15,-1,-17,-2,-16,-2,-16,-3,-16,-2,-16,-5,-17,-5,-15,-5,-15,-6,-16,-6,-16,-5,-17,-7,-16,-6,-16,-9,-16,-9,-18,-10,-17,0,0,-10,-17,-11,-18,-12,-18,-12,-18,-12,-19,-12,-19,-13,-20,-12,-19,-13,-20,-14,-20,-14,-22,-13,-21,-13,-21,-13,-22,-13,-23,-14,-23,-13,-23,-13,-24,-13,-24,-12,-24,-11,-25,-10,-24,-10,-25,-11,-25,-9,-26,-8,-26,0,0]"
CSI_DATA: 9,7,2,2,1,1,1,0,-20,-20,156.891,157.958,213.900,663.319,440.213,269.18,"[-2,-15,-2,-15,-4,-15,-3,-16,-3,-15,-3,-15,-3,-15,-3,-14,-3,-14,-4,-14,-4,-15,-5,-14,-5,-14,-5,-14,-5,-14,-6,-14,-7,-13,-6,-13,-7,-13,-7,-14,-7,-14,-7,-14,-7,-13,-9,-13,-9,-14,-10,-14,0,0,-10,-13,-11,-14,-12,-14,-11,-13,-11,-14,-12,-15,-12,-15,-12,-15,-12,-15,-12,-14,-14,-15,-13,-15,-14,-16,-14,-16,-14,-16,-15,-17,-15,-17,-15,-17,-14,-18,-14,-18,-14,-20,-13,-20,-14,-20,-15,-21,-13,-22,-12,-23,0,0,11,-13,11,-14,11,-14,13,-14,12,-13,12,-13,12,-13,12,-12,12,-12,11,-11,12,-12,10,-12,10,-12,9,-11,9,-11,8,-13,7,-13,7,-12,7,-13,8,-13,8,-13,7,-14,8,-13,7,-15,8,-15,7,-16,0,0,7,-15,8,-16,8,-16,8,-16,8,-15,9,-15,9,-15,9,-15,9,-15,9,-15,9,-16,8,-14,8,-13,9,-14,9,-14,9,-14,8,-14,9,-13,9,-13,9,-12,9,-12,9,-12,9,-11,8,-12,9,-11,9,-11,0,0]"
CSI_DATA: 10,3,3,3,2,2,2,0,-20,-20,625.732,630.151,14.345,801.820,138.501,17.491,"[-14,8,-14,8,-13,8,-15,9,-14,7,-14,8,-14,7,-13,7,-13,7,-12,8,-14,8,-13,9,-13,9,-13,8,-13,8,-12,9,-12,8,-12,8,-12,9,-12,8,-12,8,-12,9,-11,8,-10,10,-12,10,-11,11,0,0,-11,11,-11,10,-11,12,-10,11,-11,11,-11,12,-11,12,-11,12,-11,12,-10,12,-11,14,-11,12,-11,12,-12,13,-12,12,-12,14,-13,13,-13,14,-13,13,-13,12,-14,12,-14,11,-15,12,-15,13,-16,11,-16,11,0,0,12,-10,12,-10,11,-11,13,-12,12,-11,12,-11,12,-12,12,-11,12,-12,12,-11,13,-13,13,-13,12,-13,12,-13,12,-12,12,-15,11,-14,12,-14,11,-14,12,-14,13,-14,12,-15,13,-14,11,-15,12,-16,12,-17,0,0,12,-17,12,-17,12,-18,12,-18,12,-17,13,-18,13,-17,13,-17,12,-17,13,-17,13,-18,13,-17,13,-17,13,-17,13,-17,13,-18,13,-18,14,-17,14,-17,14,-16,15,-16,14,-16,15,-15,15,-16,16,-15,16,-14,0,0]"
CSI_DATA: 11,4,2,2,2,2,2,0,-21,-23,622.736,627.155,60.927,860.985,197.666,76.656,"[8,11,9,12,9,10,10,12,9,11,9,11,9,11,9,10,9,11,9,9,10,11,10,10,10,10,10,10,10,10,11,9,10,9,10,8,11,8,11,9,10,9,11,8,9,8,12,7,12,8,12,7,0,0,12,7,12,7,13,7,12,6,13,7,13,7,13,7,13,6,14,7,13,6,14,7,14,7,14,7,15,7,13,7,15,7,15,7,15,8,14,8,14,9,13,9,13,9,13,10,14,10,12,11,12,11,0,0,-2,14,-1,14,0,14,-1,16,-1,15,-1,15,-1,15,0,14,-1,15,-1,14,0,16,0,16,0,16,0,15,0,15,1,16,2,15,1,15,2,15,1,15,1,16,2,15,1,15,3,15,3,16,4,16,0,0,4,16,4,16,4,16,5,16,4,16,5,17,4,17,5,17,5,17,5,17,6,18,5,17,5,17,5,18,5,18,6,19,5,19,5,19,4,19,3,19,3,19,2,19,2,19,2,19,0,19,0,19,0,0]"
CSI_DATA: 12,5,3,3,2,2,2,0,-23,-21,625.636,630.56,107.245,916.533,253.214,132.204,"[17,-3,18,-3,16,-4,19,-4,17,-3,18,-3,18,-3,17,-3,17,-3,16,-4,18,-4,18,-5,18,-5,17,-5,18,-4,18,-6,17,-6,16,-5,17,-6,17,-6,17,-5,17,-6,16,-5,16,-8,17,-7,17,-8,0,0,16,-9,17,-8,17,-9,16,-9,17,-9,17,-9,18,-9,17,-9,17,-9,17,-9,18,-11,17,-9,17,-10,18,-10,17,-9,19,-10,18,-9,19,-9,19,-9,19,-7,20,-7,19,-6,19,-6,19,-7,19,-5,19,-5,0,0,-13,-2,-13,-2,-14,-1,-14,-2,-14,-2,-14,-2,-14,-1,-14,-1,-13,-1,-14,-1,-15,-1,-14,0,-14,0,-14,0,-14,0,-16,2,-14,2,-15,1,-15,2,-16,2,-16,1,-16,2,-16,1,-16,3,-17,2,-17,3,0,0,-16,3,-18,4,-17,4,-17,4,-17,3,-18,3,-18,3,-18,3,-18,4,-18,3,-19,4,-18,3,-18,3,-18,3,-19,4,-19,4,-20,4,-19,3,-19,3,-19,2,-20,1,-19,1,-21,0,-20,1,-20,-2,-20,-2,0,0]"
CSI_DATA: 13,6,3,3,2,2,2,0,-22,-19,628.745,633.165,160.444,981.327,318.08,196.998,"[8,-7,8,-8,7,-8,9,-9,8,-8,8,-9,8,-9,7,-9,7,-9,7,-9,7,-10,6,-10,7,-11,7,-11,7,-11,6,-11,6,-12,6,-11,6,-13,6,-12,6,-12,6,-13,6,-12,5,-14,6,-14,5,-15,0,0,5,-15,6,-15,6,-16,5,-14,7,-16,6,-16,6,-16,6,-16,7,-16,6,-15,6,-17,7,-17,7,-16,7,-18,7,-16,7,-17,7,-17,8,-17,8,-17,8,-16,9,-16,10,-16,10,-16,10,-17,10,-15,11,-16,0,0,-15,-1,-15,-1,-15,0,-16,-1,-16,-1,-16,-1,-16,-1,-15,-1,-16,-1,-16,-1,-17,-1,-16,0,-16,0,-16,1,-15,0,-16,2,-15,3,-15,2,-15,3,-16,3,-16,3,-16,4,-16,4,-15,6,-17,6,-17,7,0,0,-16,8,-17,8,-17,9,-18,9,-17,9,-18,9,-19,10,-19,10,-19,10,-19,11,-20,12,-20,10,-20,11,-21,11,-21,12,-21,12,-22,11,-22,12,-23,11,-23,10,-24,10,-23,9,-25,9,-24,9,-26,7,-25,7,0,0]"
CSI_DATA: 14,7,3,3,2,2,2,0,-21,-21,543.491,547.911,213.760,1046.331,383.12,262.02,"[8,9,9,9,8,8,9,10,8,9,9,9,8,9,8,8,8,8,9,7,9,8,10,7,10,7,9,7,9,7,10,6,10,5,9,5,11,5,10,5,11,5,11,4,10,4,12,2,13,3,13,2,0,0,13,2,13,2,15,2,14,1,15,2,16,2,16,1,16,1,17,1,16,1,18,0,17,1,18,1,19,1,18,1,20,1,20,1,21,2,21,2,21,3,21,4,22,4,21,5,23,5,22,6,23,8,0,0,0,-17,-1,-17,-2,-17,0,-18,0,-17,0,-17,0,-17,0,-17,0,-17,1,-15,1,-17,0,-16,0,-15,-1,-14,-1,-14,-3,-15,-4,-14,-3,-14,-4,-14,-4,-15,-3,-16,-4,-16,-3,-16,-5,-16,-4,-17,-5,-17,0,0,-4,-17,-4,-18,-5,-17,-4,-18,-3,-17,-3,-18,-3,-17,-2,-17,-3,-17,-2,-17,-2,-17,-1,-16,-1,-16,-1,-16,-2,-16,-2,-16,-2,-16,-2,-15,-2,-15,-1,-15,-1,-15,-1,-14,0,-14,-1,-14,0,-14,0,-14,0,0]"
CSI_DATA: 15,3,4,4,3,3,3,0,-20,-21,1015.711,1020.194,14.577,1190.239,143.908,15.936,"[7,0,7,0,7,-1,8,0,7,0,7,0,7,0,7,0,7,0,7,-1,8,-1,8,-1,8,-1,8,-1,8,0,8,-1,7,-1,7,-1,7,-1,7,-1,8,-1,7,-1,7,-1,7,-2,8,-2,8,-2,0,0,8,-2,8,-2,8,-2,7,-2,8,-2,8,-2,8,-2,8,-2,8,-2,7,-2,8,-3,8,-3,8,-3,8,-3,8,-3,9,-3,9,-3,9,-3,9,-2,9,-2,9,-2,9,-1,9,-2,10,-2,9,-1,9,-1,0,0,-15,-5,-16,-5,-15,-4,-17,-6,-16,-5,-17,-6,-17,-5,-16,-5,-17,-6,-16,-4,-18,-5,-18,-4,-18,-4,-18,-4,-18,-5,-19,-4,-18,-3,-18,-3,-18,-2,-18,-4,-19,-4,-19,-3,-18,-3,-19,-1,-20,-2,-21,-1,0,0,-21,-1,-21,-1,-22,0,-21,0,-22,-1,-22,-1,-22,-2,-21,-1,-22,-1,-21,-1,-23,0,-22,-1,-22,-1,-23,-1,-22,-2,-24,-2,-22,-1,-23,-2,-23,-2,-22,-3,-22,-4,-21,-4,-21,-4,-22,-3,-22,-5,-22,-5,0,0]"
